cluster_id,stream,item_type,item_text,sentence_id,extractor_source,confidence
cluster_h0010,hard_plus_knowledge,knowledge,APIs,in-0203fddefc4a7b12_0018,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,APIs,in-c537f69349c9b14d_0013,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,PowerShell,in-04248886f0c9f962_0039,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,PowerShell,in-3556957cea163733_0019,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,PowerShell,in-9da8b8c6e52feb61_0036,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,PowerShell,in-fb45f01ebbc2a223_0053,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,embedded software,in-35e79000a6810bd1_0005,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,embedded software,in-4680a02c6d0fe13f_0013,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,C++,in-366ed5fb266e1ee3_0018,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,C++,in-b580b7c014d5ef12_0017,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,C++,in-c5d75e0c5b4f0888_0027,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,AutoCAD,in-368b730dfbfb2c56_0011,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,AutoCAD,in-ed82d490e0401f2c_0007,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,TypeScript,in-443f3ba3c65aa81b_0013,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,TypeScript,in-431768e5d2264d2d_0026,LLM,0.750
cluster_h0010,hard_plus_knowledge,knowledge,TypeScript,in-b96ed15875997926_0034,LLM,0.750
cluster_h0011,hard_plus_knowledge,skill_'Hard,perform testing,in-17ecef6aa8580020_0005,LLM,0.620
cluster_h0011,hard_plus_knowledge,skill_'Hard,perform testing,in-4249d42ce8b49e38_0006,LLM,0.594
cluster_h0011,hard_plus_knowledge,skill_'Soft,drive innovation,in-193d18c2574de4de_0004,LLM,0.611
cluster_h0011,hard_plus_knowledge,skill_'Soft,drive innovation,in-427c59728dce7b1c_0007,LLM,0.611
cluster_h0011,hard_plus_knowledge,skill_'Soft,drive innovation,in-753a69a3294291c7_0000,LLM,0.611
cluster_h0011,hard_plus_knowledge,skill_'Soft,drive innovation,in-9e8b8167a52cb05c_0012,LLM,0.611
cluster_h0011,hard_plus_knowledge,skill_'Soft,drive innovation,in-bc40d95a380aa266_0000,LLM,0.611
cluster_h0011,hard_plus_knowledge,skill_'Hard,drive innovation,in-ffcc36a373d8599a_0012,LLM,0.595
cluster_h0011,hard_plus_knowledge,skill_'Soft,provide technical leadership,in-30af647e83a32e8c_0006,LLM,0.616
cluster_h0011,hard_plus_knowledge,skill_'Hard,provide technical leadership,in-9ae984f1f5d1226c_0001,LLM,0.600
cluster_h0011,hard_plus_knowledge,skill_'Soft,provide technical leadership,in-9da8b8c6e52feb61_0000,LLM,0.616
cluster_h0011,hard_plus_knowledge,skill_'Hard,troubleshoot network issues,in-9f929fe6c651de14_0012,LLM,0.679
cluster_h0011,hard_plus_knowledge,skill_'Hard,troubleshoot network issues,in-ebb58af1f32d768c_0000,LLM,0.709
cluster_h0011,hard_plus_knowledge,knowledge,microphones,in-07094449f509827e_0008,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,microphones,in-a365d58724aaf9f6_0010,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,lighting,in-07094449f509827e_0009,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,lighting,in-a365d58724aaf9f6_0011,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,gaming,in-0203fddefc4a7b12_0021,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,Gaming,in-c5d75e0c5b4f0888_0025,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,CNC machining,in-0a7b6c95f2d71548_0006,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,CNC machining,in-2c3357aa80d35805_0002,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,Media,in-31a68bf771762bbc_0008,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,media,in-bbad41219cc740ed_0031,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,SaaS,in-3a25de1e948c9510_0009,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,SaaS,in-655d9866cfe91a28_0011,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,SaaS,in-788288259e19ed8a_0011,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,SaaS,in-8d9ae454713adb22_0008,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,SaaS,in-a0fcbae76d831775_0021,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,change management,in-361c0675a3147072_0014,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,change management,in-cc977b538c3a4a86_0006,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,Revit,in-368b730dfbfb2c56_0010,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,Revit,in-ed82d490e0401f2c_0008,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,Information Security,in-3a40f4b75ecb8f1e_0028,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,information security,in-bae8b479625db1b2_0012,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,OEMs,in-54a14ff32d718ad0_0009,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,OEMs,in-9378455c1bb091a1_0013,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,sustainability,in-76d6057eab891b98_0011,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,sustainability,in-a48e951226650184_0038,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,sustainability,in-ee0deef20dee727b_0025,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,Agile methodologies,in-73b5ece9f9ecc3a9_0025,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,Agile methodologies,in-92e57e0960d0c733_0052,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,quality standards,in-a48e951226650184_0027,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,quality standards,in-e26b52256be0f85c_0033,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,insurance industry,in-b2a73f3ed5db96fc_0013,LLM,0.750
cluster_h0011,hard_plus_knowledge,knowledge,insurance industry,in-b4af93f913150cac_0006,LLM,0.750
cluster_s0000,soft_skill,skill_'Soft,lead a team,in-0e980950f025d235_0002,LLM,0.648
cluster_s0000,soft_skill,skill_'Soft,lead a team,in-35b0fd014582dbaf_0000,LLM,0.648
cluster_s0000,soft_skill,skill_'Soft,lead a team,in-6c717e860c5e6516_0010,LLM,0.648
cluster_s0000,soft_skill,skill_'Soft,collaborate with cross-functional teams,in-17826d4303fc4d24_0004,LLM,0.673
cluster_s0000,soft_skill,skill_'Soft,collaborate with cross-functional teams,in-35e03ae1caff1780_0002,LLM,0.673
cluster_s0000,soft_skill,skill_'Soft,collaborate with cross-functional teams,in-9da8b8c6e52feb61_0008,LLM,0.673
cluster_s0000,soft_skill,skill_'Soft,collaborate with cross-functional teams,in-b486754d4fef47b1_0001,LLM,0.673
cluster_s0000,soft_skill,skill_'Soft,collaborate with cross-functional teams,in-c537f69349c9b14d_0000,LLM,0.673
cluster_s0000,soft_skill,skill_'Soft,work with cross-functional teams,in-17ecef6aa8580020_0012,LLM,0.666
cluster_s0000,soft_skill,skill_'Soft,work with cross-functional teams,in-427c59728dce7b1c_0003,LLM,0.666
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-284b7cf30eb81914_0009,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-368b730dfbfb2c56_0001,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-4fac46ba90c4b16c_0005,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-6c717e860c5e6516_0005,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-75f30913de1b7459_0000,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-795392ba67b03cb2_0005,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-8d9ae454713adb22_0002,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-a93e72b7dcd9eafa_0000,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-f156d49da1140e9c_0005,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,collaborate with team,in-ffcc36a373d8599a_0014,LLM,0.662
cluster_s0000,soft_skill,skill_'Soft,work collaboratively,in-32372b2a70a2998c_0002,LLM,0.647
cluster_s0000,soft_skill,skill_'Soft,work collaboratively,in-b2a73f3ed5db96fc_0004,LLM,0.619
cluster_s0000,soft_skill,skill_'Soft,work independently,in-368b730dfbfb2c56_0000,LLM,0.615
cluster_s0000,soft_skill,skill_'Soft,work independently,in-487df2b1087d73fa_0000,LLM,0.643
cluster_s0000,soft_skill,skill_'Soft,work independently,in-ed82d490e0401f2c_0005,LLM,0.615
cluster_s0001,soft_skill,skill_'Soft,communicate effectively,in-35e03ae1caff1780_0005,LLM,0.649
cluster_s0001,soft_skill,skill_'Soft,communicate effectively,in-361c0675a3147072_0007,LLM,0.649
cluster_s0001,soft_skill,skill_'Soft,communicate effectively,in-5a117bdee62644fa_0000,LLM,0.621
cluster_s0001,soft_skill,skill_'Soft,communicate effectively,in-92e57e0960d0c733_0047,LLM,0.621
cluster_s0001,soft_skill,skill_'Soft,communicate effectively,in-a93e72b7dcd9eafa_0001,LLM,0.649
cluster_s0001,soft_skill,skill_'Soft,communicate effectively,in-c5d75e0c5b4f0888_0013,LLM,0.621
cluster_s0001,soft_skill,skill_'Soft,solve problems,in-35e03ae1caff1780_0007,LLM,0.635
cluster_s0001,soft_skill,skill_'Soft,solve problems,in-6c717e860c5e6516_0012,LLM,0.635
cluster_s0001,soft_skill,skill_'Soft,solve problems,in-8d007d54a6e9b3b3_0006,LLM,0.635
cluster_s0001,soft_skill,skill_'Soft,solve problems,in-9378455c1bb091a1_0003,LLM,0.608
cluster_s0001,soft_skill,skill_'Soft,solve problems,in-c795d5647c5b2fa6_0001,LLM,0.608
cluster_s0001,soft_skill,skill_'Soft,solve problems,in-ffcc36a373d8599a_0016,LLM,0.608
cluster_s0001,soft_skill,skill_'Soft,thrive in ambiguity,in-4aab702ede0af613_0008,LLM,0.604
cluster_s0001,soft_skill,skill_'Soft,thrive in ambiguity,in-c795d5647c5b2fa6_0020,LLM,0.604
cluster_s0001,soft_skill,skill_'Soft,communicate ideas,in-6c717e860c5e6516_0006,LLM,0.641
cluster_s0001,soft_skill,skill_'Soft,communicate ideas,in-ffcc36a373d8599a_0015,LLM,0.613
cluster_s0001,soft_skill,skill_'Soft,adapt to change,in-6c717e860c5e6516_0008,LLM,0.627
cluster_s0001,soft_skill,skill_'Soft,adapt to change,in-ffcc36a373d8599a_0018,LLM,0.599
cluster_s0001,soft_skill,skill_'Soft,think critically,in-6c717e860c5e6516_0009,LLM,0.639
cluster_s0001,soft_skill,skill_'Soft,think critically,in-9378455c1bb091a1_0002,LLM,0.611
cluster_s0001,soft_skill,skill_'Soft,think critically,in-ffcc36a373d8599a_0017,LLM,0.611
cluster_s0001,soft_skill,skill_'Soft,solve complex challenges,in-6a0c6e81b38e7258_0003,LLM,0.611
cluster_s0001,soft_skill,skill_'Soft,solve complex challenges,in-9e8b8167a52cb05c_0005,LLM,0.611
cluster_s0001,soft_skill,skill_'Soft,solve complex challenges,in-bbad41219cc740ed_0014,LLM,0.611
cluster_s0001,soft_skill,skill_'Soft,grow professionally,in-795392ba67b03cb2_0006,LLM,0.617
cluster_s0001,soft_skill,skill_'Soft,grow professionally,in-9e8b8167a52cb05c_0004,LLM,0.617
cluster_s0002,soft_skill,skill_'Soft,partner with engineers,in-0203fddefc4a7b12_0004,LLM,0.608
cluster_s0002,soft_skill,skill_'Soft,partner with engineers,in-4cf5479496e4301e_0004,LLM,0.636
cluster_s0002,soft_skill,skill_'Soft,work with developers,in-0203fddefc4a7b12_0006,LLM,0.606
cluster_s0002,soft_skill,skill_'Soft,work with developers,in-92e57e0960d0c733_0033,LLM,0.606
cluster_s0002,soft_skill,skill_'Soft,work closely with data scientists,in-105cf9739214f450_0008,LLM,0.632
cluster_s0002,soft_skill,skill_'Soft,work closely with data scientists,in-2b0d7561fe568605_0010,LLM,0.605
cluster_s0002,soft_skill,skill_'Soft,understand business needs,in-10c22ca2ab379104_0001,LLM,0.612
cluster_s0002,soft_skill,skill_'Soft,understand business needs,in-b2a73f3ed5db96fc_0000,LLM,0.612
cluster_s0002,soft_skill,skill_'Soft,deliver high-quality work,in-32372b2a70a2998c_0003,LLM,0.640
cluster_s0002,soft_skill,skill_'Soft,deliver high-quality work,in-bbad41219cc740ed_0015,LLM,0.612
cluster_s0002,soft_skill,skill_'Soft,work closely with stakeholders,in-366ed5fb266e1ee3_0014,LLM,0.609
cluster_s0002,soft_skill,skill_'Soft,work closely with stakeholders,in-361c0675a3147072_0001,LLM,0.636
cluster_s0002,soft_skill,skill_'Soft,manage time,in-6c717e860c5e6516_0011,LLM,0.602
cluster_s0002,soft_skill,skill_'Soft,manage time,in-9378455c1bb091a1_0000,LLM,0.602
