job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,job_date,job_year,job_month
in-4dd4be4468b8f8b5,,analyse,Hard,Apply,0.477,Low,BERT (standalone),0.81,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,consolidate,Hard,Apply,0.486,Low,BERT (standalone),0.9,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,maintain HR,Hard,Analyze,0.62,Medium,BERT (standalone),0.75,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,Sustainability,Hard,Apply,0.486,Low,BERT (standalone),0.9,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,contract,Hard,Apply,0.48,Low,BERT (standalone),0.84,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,supplier performance data.,Hard,Apply,0.517,Medium Low,BERT (standalone),0.84,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,assist contract compliance,Hard,Apply,0.48,Low,BERT (standalone),0.84,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,budget,Hard,Apply,0.474,Low,BERT (standalone),0.78,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,strategic reviews,Hard,Evaluate,0.517,Medium Low,BERT (standalone),0.84,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,trends.,Hard,Apply,0.477,Low,BERT (standalone),0.81,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,Build,Hard,Create,0.62,Medium,BERT (standalone),0.75,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,update,Hard,Apply,0.474,Low,BERT (standalone),0.78,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,reports,Hard,Understand,0.514,Medium Low,BERT (standalone),0.81,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,Support the production of monthly,Hard,Evaluate,0.623,Medium,BERT (standalone),0.77,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,Identify,Hard,Analyze,0.632,Medium,BERT (standalone),0.84,0.84,2025-11-27,2025,2025-11
in-4dd4be4468b8f8b5,,implement quality,Hard,Apply,0.632,Medium,BERT (standalone),0.84,0.84,2025-11-27,2025,2025-11
in-036c776371efd2b7,,take technical leadership position,Soft,,0.637,Medium,GPT,0.83,1.0,2025-11-26,2025,2025-11
in-036c776371efd2b7,,harness AI techniques,Hard,Apply,0.795,Medium High,BERT+GPT,0.79,1.0,2025-11-26,2025,2025-11
in-036c776371efd2b7,,revolutionize business decisions,Soft,,0.809,High,BERT+GPT,0.9,1.3,2025-11-26,2025,2025-11
in-036c776371efd2b7,,automate processes,Hard,Create,0.965,Very High,BERT+GPT,0.86,1.28,2025-11-26,2025,2025-11
in-fc00c70672996923,,test APIs,Hard,Apply,0.47,Low,GPT,0.72,0.9,2025-12-01,2025,2025-12
in-3974672cef9dd264,,research user experiences,Hard,Analyze,0.541,Medium Low,GPT,0.83,0.9,2025-11-09,2025,2025-11
in-3974672cef9dd264,,design user experiences,Hard,Create,0.653,Medium,GPT,0.81,0.9,2025-11-09,2025,2025-11
in-3974672cef9dd264,,prototype user experiences,Hard,Create,0.745,Medium High,BERT+GPT,0.83,0.9,2025-11-09,2025,2025-11
in-3974672cef9dd264,,researching,Hard,Remember,0.506,Medium Low,BERT (standalone),0.9,0.81,2025-11-09,2025,2025-11
in-3974672cef9dd264,,designing,Hard,Create,0.503,Medium Low,BERT (standalone),0.87,0.81,2025-11-09,2025,2025-11
in-15fc9d5bf30a4f52,,ensure no ongoing criminal proceedings,Soft,,0.598,Medium Low,GPT,0.8,0.9,2025-11-27,2025,2025-11
in-15fc9d5bf30a4f52,,support prevention of fraud,Soft,,0.595,Medium Low,GPT,0.78,0.9,2025-11-27,2025,2025-11
in-15fc9d5bf30a4f52,,prevent serious misconduct,Soft,,0.603,Medium,GPT,0.84,0.9,2025-11-27,2025,2025-11
in-78cf01cb605e5896,,deploy PAM solutions,Hard,Apply,0.685,Medium,GPT,0.78,0.95,2025-11-10,2025,2025-11
in-78cf01cb605e5896,,manage PAM solutions,Hard,Apply,0.655,Medium,GPT,0.78,0.95,2025-11-10,2025,2025-11
in-78cf01cb605e5896,,integrate with enterprise identity systems,Hard,Create,0.947,Very High,BERT+GPT,0.83,1.24,2025-11-10,2025,2025-11
in-78cf01cb605e5896,,Deploy,Hard,Apply,0.636,Medium,BERT (standalone),0.78,0.86,2025-11-10,2025,2025-11
in-78cf01cb605e5896,,manage Delinea / Thycotic PAM solutions,Hard,Apply,0.657,Medium,BERT (standalone),0.77,0.86,2025-11-10,2025,2025-11
in-78cf01cb605e5896,,Work on high -impact national security programs,Hard,Create,0.52,Medium Low,BERT (standalone),0.78,0.86,2025-11-10,2025,2025-11
in-032bc9411bdc659a,,motivate staff,Soft,,0.639,Medium,GPT,0.8,0.96,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,reassure staff,Soft,,0.775,Medium High,BERT+GPT,0.8,1.24,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,negotiate with staff,Soft,,0.637,Medium,GPT,0.78,0.96,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,train staff,Soft,,0.633,Medium,GPT,0.75,0.96,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,facilitate change process,Soft,,0.862,High,BERT+GPT,0.82,1.23,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,Act,Hard,Apply,0.481,Low,BERT (standalone),0.69,0.87,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,motivate,Hard,Apply,0.496,Low,BERT (standalone),0.84,0.87,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,negotiation,Soft,,0.706,Medium High,BERT (standalone),0.9,0.87,2025-11-28,2025,2025-11
in-032bc9411bdc659a,,training,Hard,Apply,0.496,Low,BERT (standalone),0.84,0.87,2025-11-28,2025,2025-11
in-1f4ca5ad774310ff,,ensure project governance,Soft,,0.829,High,BERT+GPT,0.83,1.37,2025-11-28,2025,2025-11
in-1f4ca5ad774310ff,,maintain financial control,Soft,,0.832,High,BERT+GPT,0.84,1.37,2025-11-28,2025,2025-11
in-1f4ca5ad774310ff,,deliver effective reporting,Soft,,0.883,High,BERT+GPT,0.86,1.39,2025-11-28,2025,2025-11
in-7572e23d64239874,,collaborate with teams,Soft,,0.648,Medium,GPT,0.8,0.93,2025-11-19,2025,2025-11
in-7572e23d64239874,,maintain websites,Hard,Apply,0.563,Medium Low,GPT,0.84,0.93,2025-11-19,2025,2025-11
in-7572e23d64239874,,deliver digital experiences,Hard,Create,0.609,Medium,BERT+GPT,0.85,0.93,2025-11-19,2025,2025-11
in-7572e23d64239874,,drive measurable results,Hard,Evaluate,0.814,High,BERT+GPT,0.82,1.18,2025-11-19,2025,2025-11
in-7572e23d64239874,,work closely with,Hard,Apply,0.473,Low,BERT (standalone),0.75,0.84,2025-11-19,2025,2025-11
in-7572e23d64239874,,maintain accurate,Hard,Evaluate,0.519,Medium Low,BERT (standalone),0.84,0.84,2025-11-19,2025,2025-11
in-7572e23d64239874,,high -performing websites,Hard,Apply,0.518,Medium Low,BERT (standalone),0.83,0.84,2025-11-19,2025,2025-11
in-2b8cc0db3b3c53f0,,work occasional evenings and weekends,Soft,,0.598,Medium Low,GPT,0.8,0.9,2025-07-01,2025,2025-07
in-b9d4aea91e3f2d0c,,optimize Epic Ambulatory build,Hard,Analyze,0.478,Low,GPT,0.8,0.9,2025-11-28,2025,2025-11
in-b9d4aea91e3f2d0c,,maintain Epic Ambulatory build,Hard,Apply,0.419,Low,GPT,0.8,0.9,2025-11-28,2025,2025-11
in-b9d4aea91e3f2d0c,,support the optimization,Hard,Evaluate,0.607,Medium,BERT (standalone),0.82,0.81,2025-11-28,2025,2025-11
in-b9d4aea91e3f2d0c,,ongoing maintenance of,Hard,Apply,0.46,Low,BERT (standalone),0.8,0.81,2025-11-28,2025,2025-11
in-b418b4139ba55785,,collaborate with team,Soft,,0.711,Medium High,GPT,0.79,1.03,2025-09-29,2025,2025-09
in-b418b4139ba55785,,achieve key objectives,Soft,,0.815,High,BERT+GPT,0.82,1.31,2025-09-29,2025,2025-09
in-b418b4139ba55785,,have a positive impact on customers,Soft,,0.826,High,BERT+GPT,0.76,1.33,2025-09-29,2025,2025-09
in-9b5f98ea7564baaf,,manage conflicting and concurrent activities,Soft,,0.753,Medium High,BERT+GPT,0.87,1.19,2025-11-25,2025,2025-11
in-9b5f98ea7564baaf,,improve own skills and knowledge,Soft,,0.622,Medium,GPT,0.77,0.94,2025-11-25,2025,2025-11
in-9b5f98ea7564baaf,,Manages conflicting,Soft,,0.687,Medium,BERT (standalone),0.87,0.85,2025-11-25,2025,2025-11
in-9b5f98ea7564baaf,,works to improve own skills,Hard,Create,0.626,Medium,BERT (standalone),0.74,0.85,2025-11-25,2025,2025-11
in-9b5f98ea7564baaf,,knowledge,Hard,Remember,0.527,Medium Low,BERT (standalone),0.87,0.85,2025-11-25,2025,2025-11
in-fa78458f9443eaa7,,support database applications,Hard,Apply,0.498,Low,GPT,1.0,0.9,2025-12-01,2025,2025-12
in-fa78458f9443eaa7,,support web-based systems,Hard,Apply,0.481,Low,GPT,0.83,0.9,2025-12-01,2025,2025-12
in-4256252b53fa4d02,,analyze data,Hard,Analyze,0.647,Medium,GPT,0.77,0.9,2025-12-02,2025,2025-12
in-4256252b53fa4d02,,visualize data,Hard,Create,0.358,Very Low,GPT,0.8,0.9,2025-12-02,2025,2025-12
in-d7de06cb3625cd66,,coordinate service providers,Soft,,0.605,Medium,GPT,0.86,0.9,2025-11-28,2025,2025-11
in-d7de06cb3625cd66,,integrate service providers,Soft,,0.604,Medium,GPT,0.85,0.9,2025-11-28,2025,2025-11
in-d7de06cb3625cd66,,govern service providers,Soft,,0.6,Medium,GPT,0.82,0.9,2025-11-28,2025,2025-11
in-33451d1313ab6342,,build cybersecurity solutions,Hard,Create,0.661,Medium,GPT,0.87,0.9,2025-10-22,2025,2025-10
in-33451d1313ab6342,,innovate cybersecurity solutions,Hard,Create,0.665,Medium,GPT,0.9,0.9,2025-10-22,2025,2025-10
in-33451d1313ab6342,,create a culture of belonging,Soft,,0.592,Medium Low,GPT,0.75,0.9,2025-10-22,2025,2025-10
in-33451d1313ab6342,,create a culture of respect,Soft,,0.59,Medium Low,GPT,0.74,0.9,2025-10-22,2025,2025-10
in-33451d1313ab6342,,create a culture of excellence,Soft,,0.592,Medium Low,GPT,0.76,0.9,2025-10-22,2025,2025-10
in-33451d1313ab6342,,be our best selves,Soft,,0.587,Medium Low,GPT,0.71,0.9,2025-10-22,2025,2025-10
in-05083d32f3b2c12f,,embrace change,Soft,,0.597,Medium Low,GPT,0.8,0.9,2025-12-01,2025,2025-12
in-05083d32f3b2c12f,,collaborate with team,Soft,,0.622,Medium,GPT,0.79,0.9,2025-12-01,2025,2025-12
in-05083d32f3b2c12f,,advance career,Soft,,0.597,Medium Low,GPT,0.8,0.9,2025-12-01,2025,2025-12
in-58bfabff667346c3,,collaborate with team,Soft,,0.622,Medium,GPT,0.79,0.9,2025-10-24,2025,2025-10
in-3b63eee1df14e4f6,,code application programs,Hard,Apply,0.487,Low,GPT,0.83,1.0,2025-12-01,2025,2025-12
in-3b63eee1df14e4f6,,test application programs,Hard,Create,1.0,Very High,BERT+GPT,0.83,1.3,2025-12-01,2025,2025-12
in-3b63eee1df14e4f6,,provide application support to internal,Soft,,0.657,Medium,BERT+GPT,0.83,1.0,2025-12-01,2025,2025-12
in-3b63eee1df14e4f6,,update system configuration artifacts,Hard,Apply,1.0,Very High,BERT+GPT,0.85,1.28,2025-12-01,2025,2025-12
in-3b63eee1df14e4f6,,code,Hard,Apply,0.659,Medium,BERT (standalone),0.72,0.9,2025-12-01,2025,2025-12
in-448e625116919c52,,interact with clients,Soft,,0.571,Medium Low,GPT,0.79,0.9,2025-11-10,2025,2025-11
in-448e625116919c52,,represent technical capabilities,Soft,,0.584,Medium Low,GPT,0.9,0.9,2025-11-10,2025,2025-11
in-448e625116919c52,,represent creative capabilities,Soft,,0.582,Medium Low,GPT,0.89,0.9,2025-11-10,2025,2025-11
in-554dc0d2bef78a4c,,lead and mentor a team,Soft,,0.824,High,BERT+GPT,0.73,0.9,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,Leadership,Hard,Apply,0.47,Low,BERT (standalone),0.9,0.81,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,Communication,Soft,,0.681,Medium,BERT (standalone),0.9,0.81,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,leading,Hard,Apply,0.461,Low,BERT (standalone),0.81,0.81,2025-10-27,2025,2025-10
in-f9819a980c1976e8,,develop backend solutions,Hard,Create,0.656,Medium,GPT,0.83,0.9,2025-11-08,2025,2025-11
in-f9819a980c1976e8,,learn in a fast-paced environment,Soft,,0.595,Medium Low,GPT,0.77,0.9,2025-11-08,2025,2025-11
in-f9819a980c1976e8,,grow technical expertise,Soft,,0.6,Medium,GPT,0.82,0.9,2025-11-08,2025,2025-11
in-f9819a980c1976e8,,learn,Hard,Apply,0.455,Low,BERT (standalone),0.75,0.81,2025-11-08,2025,2025-11
in-46527b145958f44b,,process financial transactions,Hard,Apply,0.721,Medium High,GPT,0.88,1.02,2025-11-06,2025,2025-11
in-46527b145958f44b,,reconcile financial transactions,Hard,Analyze,0.944,Very High,BERT+GPT,0.9,1.28,2025-11-06,2025,2025-11
in-46527b145958f44b,,maintain accurate records,Hard,Evaluate,0.97,Very High,BERT+GPT,0.85,1.32,2025-11-06,2025,2025-11
in-46527b145958f44b,,assist with month-end closings,Hard,Apply,0.709,Medium High,GPT,0.8,1.02,2025-11-06,2025,2025-11
in-46527b145958f44b,,assist with year-end closings,Hard,Apply,0.997,Very High,BERT+GPT,0.78,1.28,2025-11-06,2025,2025-11
in-46527b145958f44b,,support general accounting operations,Hard,Evaluate,0.97,Very High,BERT+GPT,0.87,1.31,2025-11-06,2025,2025-11
in-46527b145958f44b,,ensure compliance with internal controls,Soft,,0.903,Very High,BERT+GPT,0.82,1.32,2025-11-06,2025,2025-11
in-46527b145958f44b,,ensure compliance with policies,Soft,,0.677,Medium,GPT,0.81,1.02,2025-11-06,2025,2025-11
in-46527b145958f44b,,processing,Hard,Apply,0.53,Medium Low,BERT (standalone),0.9,0.92,2025-11-06,2025,2025-11
in-46527b145958f44b,,assisting with month -end,Hard,Apply,0.516,Medium Low,BERT (standalone),0.77,0.92,2025-11-06,2025,2025-11
in-46527b145958f44b,,policies.,Hard,Apply,0.527,Medium Low,BERT (standalone),0.87,0.92,2025-11-06,2025,2025-11
in-d7f955d1258c78ff,,produce engineering solutions,Hard,Create,1.0,Very High,BERT+GPT,0.87,1.23,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,apply Civil Engineering project experience,Hard,Apply,0.464,Low,GPT,0.83,0.95,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,build a well-rounded career,Soft,,0.601,Medium,GPT,0.78,0.95,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,engineering,Hard,Create,0.534,Medium Low,BERT (standalone),0.9,0.85,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,analytical technical skills,Hard,Apply,0.491,Low,BERT (standalone),0.85,0.85,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,driven,Hard,Apply,0.483,Low,BERT (standalone),0.78,0.85,2025-10-20,2025,2025-10
in-208b2e5025df647a,,develop machine learning technologies,Hard,Create,0.659,Medium,GPT,0.86,0.9,2025-11-26,2025,2025-11
in-208b2e5025df647a,,apply machine learning technologies,Hard,Apply,0.542,Medium Low,GPT,0.84,0.9,2025-11-26,2025,2025-11
in-208b2e5025df647a,,develop,Hard,Create,0.606,Medium,BERT (standalone),0.81,0.81,2025-11-26,2025,2025-11
in-208b2e5025df647a,,apply cutting edge machine learning technologies in,Hard,Analyze,0.495,Low,BERT (standalone),0.79,0.81,2025-11-26,2025,2025-11
in-c8b5d048476a93d0,,investigate technical breakthroughs,Hard,Analyze,0.694,Medium,GPT,0.9,0.9,2025-10-15,2025,2025-10
in-c8b5d048476a93d0,,demonstrate technical breakthroughs,Hard,Apply,0.509,Medium Low,GPT,0.9,0.9,2025-10-15,2025,2025-10
in-c8b5d048476a93d0,,create wellbeing insights platform,Hard,Create,0.684,Medium,GPT,0.83,0.9,2025-10-15,2025,2025-10
in-90b42c07ae279875,,supervise technical staff,Soft,,0.731,Medium High,BERT+GPT,0.8,1.2,2025-12-01,2025,2025-12
in-90b42c07ae279875,,conduct engineering analysis,Hard,Analyze,0.523,Medium Low,GPT,0.86,0.93,2025-12-01,2025,2025-12
in-90b42c07ae279875,,perform construction inspection,Hard,Apply,0.461,Low,GPT,0.89,0.93,2025-12-01,2025,2025-12
in-90b42c07ae279875,,execute material testing,Hard,Apply,0.519,Medium Low,GPT,0.82,0.93,2025-12-01,2025,2025-12
in-90b42c07ae279875,,manage contract administration,Hard,Apply,0.716,Medium High,GPT,0.88,0.93,2025-12-01,2025,2025-12
in-90b42c07ae279875,,oversee construction engineering,Soft,Apply,0.605,Medium,GPT,0.9,0.93,2025-12-01,2025,2025-12
in-88a51045bc7d4a9a,,work autonomously,Soft,,0.779,Medium High,BERT+GPT,0.84,1.24,2025-10-23,2025,2025-10
in-88a51045bc7d4a9a,,motivated,Hard,Apply,0.493,Low,BERT (standalone),0.87,0.86,2025-10-23,2025,2025-10
in-88a51045bc7d4a9a,,self,Hard,Apply,0.477,Low,BERT (standalone),0.72,0.86,2025-10-23,2025,2025-10
in-88a51045bc7d4a9a,,-aware,Hard,Apply,0.483,Low,BERT (standalone),0.78,0.86,2025-10-23,2025,2025-10
in-49c600e867b28fcc,,provide quantitative services,Hard,Apply,0.637,Medium,GPT,0.87,0.9,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,value financial instruments,Hard,Evaluate,0.658,Medium,GPT,0.85,0.9,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,model credit,Hard,Create,0.647,Medium,GPT,0.77,0.9,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,leverage analytics,Hard,Apply,0.635,Medium,GPT,0.86,0.9,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,automate processes,Hard,Apply,0.423,Low,GPT,0.86,0.9,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,innovate solutions,Hard,Create,0.659,Medium,GPT,0.86,0.9,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,build efficient corporate treasury functions,Hard,Create,0.657,Medium,GPT,0.84,0.9,2025-11-09,2025,2025-11
in-b7a2468228c54cc1,,manage Paid Search campaigns,Hard,Apply,0.698,Medium,GPT,0.79,0.97,2025-11-28,2025,2025-11
in-b7a2468228c54cc1,,produce work to the highest standards,Soft,,0.876,High,BERT+GPT,0.75,1.25,2025-11-28,2025,2025-11
in-b7a2468228c54cc1,,align work with agency values,Soft,,0.635,Medium,GPT,0.75,0.97,2025-11-28,2025,2025-11
in-195c25519bd7260c,,leverage SQL,Hard,Apply,0.623,Medium,GPT,0.77,0.9,2025-10-24,2025,2025-10
in-195c25519bd7260c,,leverage PowerBI,Hard,Apply,0.631,Medium,GPT,0.83,0.9,2025-10-24,2025,2025-10
in-195c25519bd7260c,,leverage Python,Hard,Apply,0.629,Medium,GPT,0.81,0.9,2025-10-24,2025,2025-10
in-195c25519bd7260c,,leverage AWS tools,Hard,Apply,0.622,Medium,GPT,0.76,0.9,2025-10-24,2025,2025-10
in-195c25519bd7260c,,leverage Enterprise Data Platform,Hard,Apply,0.631,Medium,GPT,0.83,0.9,2025-10-24,2025,2025-10
in-8ea91331725eff8e,,develop global engineering initiatives,Hard,Create,0.903,Very High,GPT,0.86,1.23,2025-11-06,2025,2025-11
in-8ea91331725eff8e,,execute global engineering initiatives,Hard,Create,0.869,High,BERT+GPT,0.86,1.24,2025-11-06,2025,2025-11
in-8ea91331725eff8e,,enhance workplace environments,Hard,Create,0.71,Medium High,GPT,0.88,0.96,2025-11-06,2025,2025-11
in-8ea91331725eff8e,,improve operational efficiency,Hard,Create,0.71,Medium High,GPT,0.88,0.96,2025-11-06,2025,2025-11
in-8ea91331725eff8e,,advance sustainability goals,Hard,Create,0.454,Low,GPT,0.86,0.96,2025-11-06,2025,2025-11
in-8ea91331725eff8e,,work cross-functionally,Soft,,0.654,Medium,GPT,0.9,0.96,2025-11-06,2025,2025-11
in-8ea91331725eff8e,,develop,Hard,Create,0.649,Medium,BERT (standalone),0.81,0.87,2025-11-06,2025,2025-11
in-5c64baea4f999645,,bridge business needs and technical solutions,Soft,,0.572,Medium Low,GPT,0.8,0.9,2025-11-07,2025,2025-11
in-5c64baea4f999645,,bridging the gap between business needs,Hard,Apply,0.457,Low,BERT (standalone),0.77,0.81,2025-11-07,2025,2025-11
in-5c64baea4f999645,,technical solutions.,Hard,Apply,0.468,Low,BERT (standalone),0.89,0.81,2025-11-07,2025,2025-11
in-acb2a7db662d2b2b,,implement version control,Hard,Apply,0.684,Medium,GPT,0.83,0.9,2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,conduct testing,Hard,Apply,0.5,Medium Low,GPT,0.81,0.9,2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,manage CI/CD pipeline,Hard,Apply,0.678,Medium,GPT,0.79,0.9,2025-10-23,2025,2025-10
in-5d8fe52e81a725a5,,lead a team,Soft,,0.609,Medium,GPT,0.69,0.9,2025-11-25,2025,2025-11
in-3902e97b79f7d2cf,,provide financial insight,Hard,Analyze,0.596,Medium Low,GPT,0.83,0.99,2025-11-29,2025,2025-11
in-3902e97b79f7d2cf,,drive organizational objectives,Soft,,0.792,Medium High,BERT+GPT,0.9,1.26,2025-11-29,2025,2025-11
in-fa78458f9443eaa7,,maintain inventory,Hard,Apply,0.423,Low,GPT,0.86,0.9,2025-12-01,2025,2025-12
in-fa78458f9443eaa7,,update staff information,Hard,Apply,0.674,Medium,BERT+GPT,0.83,0.9,2025-12-01,2025,2025-12
in-fa78458f9443eaa7,,maintenance,Hard,Apply,0.47,Low,BERT (standalone),0.9,0.81,2025-12-01,2025,2025-12
in-fa78458f9443eaa7,,updating of inventory,Hard,Create,0.494,Low,BERT (standalone),0.79,0.81,2025-12-01,2025,2025-12
in-5dd25edd3f4bc389,,collaborate with team,Soft,,0.622,Medium,GPT,0.79,0.9,2025-11-14,2025,2025-11
in-5dd25edd3f4bc389,,adapt to change,Soft,,0.589,Medium Low,GPT,0.73,0.9,2025-11-14,2025,2025-11
in-4e852e4285a16380,,ensure software quality,Hard,Evaluate,0.563,Medium Low,GPT,0.81,0.9,2025-11-18,2025,2025-11
in-4e852e4285a16380,,collaborate with development team,Soft,,0.627,Medium,GPT,0.83,0.9,2025-11-18,2025,2025-11
in-4e852e4285a16380,,self-drive tasks,Soft,,0.575,Medium Low,GPT,0.83,0.9,2025-11-18,2025,2025-11
in-4e852e4285a16380,,self,Hard,Apply,0.452,Low,BERT (standalone),0.72,0.81,2025-11-18,2025,2025-11
in-4e852e4285a16380,,-driven,Hard,Apply,0.461,Low,BERT (standalone),0.81,0.81,2025-11-18,2025,2025-11
in-6482dbbaf700f094,,make decisions,Soft,,0.597,Medium Low,GPT,0.8,0.9,2025-11-10,2025,2025-11
in-6482dbbaf700f094,,drive innovation,Soft,,0.601,Medium,GPT,0.83,0.9,2025-11-10,2025,2025-11
in-6482dbbaf700f094,,deliver business results,Soft,,0.6,Medium,GPT,0.82,0.9,2025-11-10,2025,2025-11
in-f0b48fead02e6e98,,review architectural drawings,Hard,Create,0.957,Very High,BERT+GPT,0.87,1.27,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,identify acoustic products,Hard,Analyze,0.94,Very High,BERT+GPT,0.84,1.23,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,perform takeoffs,Hard,Apply,0.739,Medium High,GPT,0.83,0.97,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,count quantities,Hard,Apply,0.712,Medium High,GPT,0.83,0.97,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,calculate areas,Hard,Apply,1.0,Very High,BERT+GPT,0.81,1.27,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,summarize dimensions,Hard,Apply,0.618,Medium,GPT,0.89,0.97,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,prepare accurate quotes,Hard,Create,0.998,Very High,BERT+GPT,0.81,1.27,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,use estimating software,Hard,Apply,0.737,Medium High,GPT,0.81,0.97,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,organize data in Excel,Hard,Apply,0.6,Medium Low,GPT,0.74,0.97,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,perform calculations in Excel,Hard,Apply,0.87,High,BERT+GPT,0.84,0.97,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,check for accuracy in Excel,Hard,Evaluate,0.85,High,BERT+GPT,0.75,0.97,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,Clarify missing or unclear information with clients,Soft,,0.743,Medium High,BERT+GPT,0.8,1.13,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,Perform takeoffs — count quantities,Hard,Apply,0.652,Medium,BERT (standalone),0.79,0.88,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,Use,Hard,Apply,0.639,Medium,BERT (standalone),0.69,0.88,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,organize data,Hard,Analyze,0.651,Medium,BERT (standalone),0.78,0.88,2025-11-15,2025,2025-11
in-42b55a983bf16945,,implement real-time solutions,Hard,Apply,1.0,Very High,BERT+GPT,0.85,1.42,2025-11-25,2025,2025-11
in-42b55a983bf16945,,read electrical schematics,Hard,Apply,1.0,Very High,BERT+GPT,0.84,1.43,2025-11-25,2025,2025-11
in-5d555c25fc522941,,provide performance feedback,Soft,,0.792,Medium High,BERT+GPT,0.87,1.22,2025-09-14,2025,2025-09
in-5d555c25fc522941,,hold employees accountable,Soft,,0.643,Medium,GPT,0.84,0.96,2025-09-14,2025,2025-09
in-5d555c25fc522941,,counsel employees,Soft,,0.643,Medium,GPT,0.84,0.96,2025-09-14,2025,2025-09
in-5d555c25fc522941,,ensures our production analysts,Hard,Analyze,0.53,Medium Low,BERT (standalone),0.81,0.86,2025-09-14,2025,2025-09
in-57b11b81933f1ce0,,provide advisory services,Soft,,0.601,Medium,GPT,0.83,0.9,2025-11-20,2025,2025-11
in-57b11b81933f1ce0,,consult on risks and controls,Soft,,0.592,Medium Low,GPT,0.75,0.9,2025-11-20,2025,2025-11
in-57b11b81933f1ce0,,provide advisory / consulting services on risks,Hard,Apply,0.458,Low,BERT (standalone),0.78,0.81,2025-11-20,2025,2025-11
in-57b11b81933f1ce0,,controls regarding new processes,Hard,Apply,0.462,Low,BERT (standalone),0.82,0.81,2025-11-20,2025,2025-11
in-57b11b81933f1ce0,,products,Hard,Apply,0.464,Low,BERT (standalone),0.84,0.81,2025-11-20,2025,2025-11
in-57b11b81933f1ce0,,systems.,Hard,Apply,0.464,Low,BERT (standalone),0.84,0.81,2025-11-20,2025,2025-11
in-086a9933cd2b22d2,,create artwork,Hard,Create,0.651,Medium,GPT,0.8,0.9,2025-11-17,2025,2025-11
in-086a9933cd2b22d2,,use hand-drawn techniques,Hard,Apply,0.656,Medium,GPT,0.83,0.9,2025-11-17,2025,2025-11
in-086a9933cd2b22d2,,use digital techniques,Hard,Apply,0.652,Medium,GPT,0.8,0.9,2025-11-17,2025,2025-11
in-086a9933cd2b22d2,,creating unique,Hard,Apply,0.461,Low,BERT (standalone),0.81,0.81,2025-11-17,2025,2025-11
