knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,future_weight
Certified Data Administrator - On-Tap,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23536979,0.21183280795812606
Procedural Assets,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30258423,0.21180896162986754
digital marketing metrics,1,0.829,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23528083,0.21175274401903152
test case modeling,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35290942,0.21174564957618713
service partner,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24907452,0.21171334087848662
system-level architecture,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3528458,0.2117074728012085
Allen,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22281912,0.2116781637072563
Screening Configuration,1,0.831,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23517309,0.21165578216314315
I&O Platform,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30234665,0.21164265275001526
CRM Applications,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.4232385,0.21161924302577972
U,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22274227,0.21160516068339347
user/kernel mode interaction,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22272873,0.2115922927856445
"art,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30227003,0.21158901751041412
Domain-Driven Design,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3526241,0.21157445311546325
domain-driven design,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.352624,0.21157439947128295
audit readiness,2,0.7889999999999999,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23505943,0.21155348271131516
data annotation,1,0.83,FD2,Data & Analytics,Strong_Growth,0.9,0.23505536,0.21154982149600984
technology or,1,0.532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38462076,0.2115414157509804
technology platform,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.42299578,0.21149788796901703
tradecraft,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.3021091,0.21147636473178863
SEC).,1,0.532,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23496321,0.21146688759326934
Unix/Linux scripting,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.42293337,0.2114666849374771
agentic workflows,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.4228813,0.21144065260887146
observability tools,4,0.71575,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35232836,0.2113970160484314
gig economies,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24868047,0.21137840151786805
CCSDS,1,0.829,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24862772,0.21133356392383576
document automation,1,0.829,FD8,Automation & RPA,Moderate_Growth,0.5,0.42265263,0.21132631599903107
open-source technologies,3,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38416016,0.2112880885601044
profiling software,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35209188,0.21125512719154357
architectural modelling,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35206527,0.21123915910720825
creator/influencer culture,1,0.82,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30174193,0.21121934950351715
BI reports,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23466784,0.21120105385780336
-based platforms,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.42239246,0.21119622886180878
requirements analysis,4,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35197133,0.21118279695510864
hybrid environments,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30165434,0.21115803718566895
Citiworks,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.3016534,0.21115736961364745
Videography,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30164695,0.21115286350250242
videography,3,0.8016666666666666,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30164695,0.21115286350250242
Digital Transformation and systems implementations.,1,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35189736,0.21113841533660888
planning scheme,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.2222504,0.21113788187503812
spam and abuse patterns,1,0.829,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23454839,0.21109355092048646
Vortex Studio,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30149376,0.2110456347465515
QGIS,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24827975,0.21103778779506682
bridge engineering,1,0.831,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22214268,0.21103554740548133
high-availability technologies,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24824385,0.21100727543234823
IT industry,1,0.831,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.3836117,0.21098643988370896
"finance,",1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24811286,0.2108959287405014
"Finance,",4,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24811286,0.2108959287405014
advances,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.2108953,0.21089529991149902
ISEB,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22195974,0.2108617529273033
Kura.,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24802916,0.21082478389143944
curricula,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23421505,0.21079354584217072
Realtime,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30110556,0.210773891210556
OData 3,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.2340867,0.21067803651094438
Internet Technologies,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38301954,0.21066074520349504
Electrical and Electronic Engineering,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38296273,0.21062950342893602
Energy Management,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38290617,0.2105983927845955
energy management,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38290617,0.2105983927845955
technology consultant,1,0.532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.3828478,0.2105662822723389
construction engineering,2,0.7889999999999999,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3508015,0.21048089861869812
integrated,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30068663,0.21048063933849334
Document Classification,1,0.828,FD1,AI & Machine Learning,Strong_Growth,1.0,0.21046588,0.21046587824821472
high-quality engineering,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35070476,0.21042285561561583
domain related services,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24753746,0.21040684431791304
ROI analysis,1,0.828,FD1,AI & Machine Learning,Strong_Growth,1.0,0.21037088,0.21037088334560394
predictive modeling,4,0.7695,FD1,AI & Machine Learning,Strong_Growth,1.0,0.21036552,0.21036551892757416
design and engineering process,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35051897,0.2103113830089569
live operation,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22137614,0.2103073291480541
"Sentinel,",1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22137366,0.21030497923493385
Integrations,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23365396,0.2102885663509369
integrations,4,0.80675,FD2,Data & Analytics,Strong_Growth,0.9,0.2336539,0.2102885127067566
CME,1,0.828,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22132508,0.2102588303387165
Windows Server),1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24735993,0.21025594174861909
MSC Nastran,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.21025544,0.2102554440498352
renewable energy markets,1,0.83,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38227284,0.210250061750412
Systems Architecture,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.35039753,0.210238516330719
systems architecture,5,0.7974,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3503974,0.21023844480514525
critical communications,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23359455,0.210235096514225
interfaces,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.30028102,0.21019671261310577
Data Migration Service (DMS),1,0.83,FD2,Data & Analytics,Strong_Growth,0.9,0.2335478,0.21019302606582643
Managed Services Provider,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24728532,0.2101925231516361
-premises and,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24728432,0.21019167453050613
automatisation;,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.42028287,0.21014143526554108
controllers,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.3001613,0.2101129114627838
SE,1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24718776,0.21010959893465042
integration technologies,2,0.641,FD8,Automation & RPA,Moderate_Growth,0.5,0.42019463,0.2100973129272461
AGI,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22113532,0.21007855236530304
systems research,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3501283,0.21007697582244872
asset-intensive industries,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.3000982,0.2100687474012375
Master’s degree in,2,0.532,FD1,AI & Machine Learning,Strong_Growth,1.0,0.21006009,0.21006008982658386
predictive and,1,0.532,FD1,AI & Machine Learning,Strong_Growth,1.0,0.21003616,0.21003615856170654
field-based business processes,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.42004958,0.21002478897571564
CD workflows.,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.42002526,0.21001262962818146
Life assurance,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23328249,0.20995424240827562
ethics,2,0.7905,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22097199,0.20992338731884955
enterprise-level energy monitoring,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38163653,0.20990009158849718
logistical networks,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24694057,0.2098994828760624
Silabs University,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20985584,0.2098558396100998
Mathematics Engineering,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34970802,0.20982481241226195
workflows,6,0.7626666666666666,FD8,Automation & RPA,Moderate_Growth,0.5,0.4195826,0.20979130268096924
Workflows,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41958255,0.20979127287864685
PFPs,2,0.7885,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29969814,0.20978870093822477
shared services,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24679282,0.20977389961481094
System testing,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34955192,0.2097311496734619
system testing,6,0.6908333333333333,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34955183,0.2097310960292816
relational data models,1,0.831,FD2,Data & Analytics,Strong_Growth,0.9,0.23302719,0.20972447097301483
animated short-form trailers,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29957667,0.20970366895198822
USD pipeline,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24669686,0.20969233065843582
AWS Nitro,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24668555,0.2096827171742916
Substance Designer,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.2207061,0.20967079997062682
"gRPC),",1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24665758,0.2096589431166649
Performance & Maintenance Implement platform,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.41931474,0.20965737104415894
hardware/software stack,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34941795,0.2096507728099823
Brain and Mental Health,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.2206483,0.20961588844656942
sustainable roads,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38111243,0.20961183458566668
trading environments,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29938665,0.20957065522670745
"Procure to Pay, logistics",1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24654202,0.20956071838736534
CCIE Certifications,1,0.831,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23284219,0.20955797284841537
innovative technologies,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38096526,0.20953089445829393
data architectures,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34920287,0.20952172279357908
Alexa,2,0.7905,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22052646,0.20950013399124146
"-time systems,",1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22050597,0.209480669349432
SDDC,1,0.83,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24640061,0.20944051817059517
Linux-based platforms,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41881454,0.2094072699546814
ICT environment,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.3806791,0.20937350541353228
platform reliability,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24630152,0.20935628935694695
Database security implementation,1,0.83,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23261261,0.20935134887695314
trust &,1,0.532,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.2325832,0.20932487547397613
Oracle technologies,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3488729,0.20932374000549317
water management,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24616617,0.20924124419689177
Water Management,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24616612,0.20924120619893075
Traffic Management Plans,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20923604,0.2092360407114029
multivariate testing frameworks,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34866762,0.20920057296752928
safety regulations,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.2324032,0.2091628834605217
X32,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.298803,0.20916210114955902
insurance industry,2,0.829,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20912299,0.20912298560142517
critical path analysis,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23234966,0.20911469757556916
phased implementations and pilot programs,1,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34851715,0.209110289812088
-target mapping.,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22011188,0.20910628288984298
environmental consulting,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.38018587,0.20910222977399828
PCI-related principles,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.22010367,0.20909848287701605
Dynamics365,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29869917,0.2090894192457199
quantum communication security,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23230313,0.2090728148818016
media sectors,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29862693,0.20903885066509245
EHS solutions,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24592672,0.20903771445155142
Certified Investment Management Analyst (CIMA),1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23225977,0.2090337887406349
Foundational Models,1,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3483562,0.20901371240615843
Trade Finance.,1,0.532,FD2,Data & Analytics,Strong_Growth,0.9,0.23218879,0.20896991193294526
publishing services,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24584076,0.20896464437246323
architectural principles,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34827057,0.20896233916282653
TV,4,0.7885,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29850867,0.2089560717344284
"-game text,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2984836,0.20893852710723876
hyperscale marketplaces,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29843545,0.2089048147201538
design library,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34811828,0.20887096524238585
technical constraints,1,0.827,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21983846,0.20884653255343436
BC Human Rights Code,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21983455,0.2088428236544132
AWS Lambda functions,1,0.83,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2456927,0.20883879512548445
Embedded SoCs,1,0.829,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2456794,0.20882748439908028
DB,2,0.677,FD2,Data & Analytics,Strong_Growth,0.9,0.23202597,0.2088233694434166
production software,2,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41758907,0.20879453420639038
authentication protocols,2,0.681,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23198283,0.20878454446792602
nonprofit organizations,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2456125,0.20877062678337097
Advanced Design System,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34794715,0.20876829028129576
steam,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2982287,0.2087600976228714
Steam,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29822862,0.20876003503799437
FX6,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29821137,0.20874795615673064
STEP-based ECAD-MCAD workflows,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41741034,0.20870517194271088
sustainability standards,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37945357,0.20869946330785752
Rotorua Lakes Council,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24552691,0.20869787335395812
Space &,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29812038,0.2086842656135559
digital health,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29811776,0.2086824297904968
global marketplace,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24548346,0.20866093933582305
KKR Credit & Markets,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24548298,0.2086605340242386
software services,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.417267,0.20863349735736847
IT governance,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24543472,0.20861950889229774
schema-driven design,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3476175,0.2085705041885376
data-driven solutions,3,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34757355,0.20854412913322448
technology integration,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37914127,0.20852769911289218
SolidWorks,4,0.80875,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2978886,0.20852202475070952
Solidworks,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29788858,0.20852200388908385
backup and disaster recovery solutions,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24529003,0.20849652215838432
Content research,1,0.827,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2978206,0.2084744185209274
IT technology,1,0.825,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37901947,0.20846070796251298
legacy system migration,1,0.83,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24523003,0.20844552889466286
environment effects,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24514873,0.20837642326951025
data driven drug discovery,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23150656,0.20835590064525605
ERP migration,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24511112,0.208344454318285
Patient Group Directions,2,0.79,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21927008,0.20830657631158828
technology,55,0.7570909090909091,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37872428,0.20829835236072541
Technology,9,0.7427777777777778,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37872425,0.2082983359694481
XiNG,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29755282,0.20828697681427
geotechnical foundation engineering,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34708884,0.20825330615043638
net zero,2,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23134896,0.20821406543254853
enterprise HCM,1,0.823,FD8,Automation & RPA,Moderate_Growth,0.5,0.41641638,0.20820818841457367
"technical studies, drawings, reports and models.",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29740903,0.20818631947040556
& Culture,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2973861,0.20817027688026427
TM,1,0.826,FD1,AI & Machine Learning,Strong_Growth,1.0,0.2081663,0.20816630125045776
"-premise GPU computing,",1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24487609,0.208144673705101
Freedom of Information Act (FOIA),1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.23121646,0.2080948144197464
PySpark,8,0.8089999999999999,FD2,Data & Analytics,Strong_Growth,0.9,0.23121363,0.20809226632118225
Basic Project Management Body of Knowledge,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34677613,0.20806567668914794
"EKS,",1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24476352,0.20804899483919143
SAAS products,1,0.829,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24476244,0.20804807022213936
ethical,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21898355,0.2080343686044216
event production,1,0.828,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29710618,0.20797432363033294
Linux-based systems,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41591695,0.20795847475528717
Border Security plans,1,0.83,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.2309952,0.2078956738114357
hardware and software development,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.41575658,0.20787829160690308
housing data,2,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23097363,0.20787626802921297
Epicor,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29694143,0.2078590005636215
Vector search,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20783986,0.20783986151218414
Vector Search,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20783986,0.20783986151218414
physical assets,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29690555,0.20783388316631315
FinOps,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24444625,0.20777931064367294
SQL endpoints,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23086147,0.20777532309293748
AWE,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21871018,0.20777467489242551
3D cameras,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29679224,0.20775456726551056
PDUs,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.2186391,0.2077071502804756
core,3,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24429855,0.20765376538038252
technology markets,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37746194,0.20760406702756884
Artemis program,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.218508,0.2075826048851013
reasoning,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21848826,0.20756384804844855
global ecosystems,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24418873,0.20756041705608366
poste,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21844135,0.20751928463578223
scripting languages,5,0.6946,FD8,Automation & RPA,Moderate_Growth,0.5,0.41500622,0.20750311017036438
data-driven growth experiments,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23051567,0.20746410638093948
test reports,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.23041472,0.20737324655056
data structure analysis,1,0.828,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34558848,0.20735308527946472
personalized experiences,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29621232,0.20734862089157102
predictive modelling,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20729499,0.2072949856519699
Solidity,1,0.826,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29605415,0.207237908244133
language,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2960175,0.20721224844455718
Bitbucket,7,0.7748571428571428,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2437664,0.20720143765211105
integrated applications,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.4143875,0.2071937471628189
EKS,8,0.799125,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2437087,0.20715239495038987
QR,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29589406,0.2071258395910263
Corporate Real Estate,1,0.827,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24364166,0.2070954106748104
corporate real estate,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24364164,0.2070953980088234
"Version control,",1,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34515846,0.20709507465362548
spatial design,2,0.788,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.295828,0.2070796102285385
ingénierie,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29578033,0.20704623162746427
optimization projects,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.344991,0.20699459910392762
Channel X,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2956848,0.20697937011718748
local theatre networks,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29568374,0.20697861909866333
showroom,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29561412,0.20692988634109497
Test Data Management,1,0.829,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34487063,0.20692237615585327
node and link prediction,1,0.83,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20692143,0.20692142844200134
sustainable healthcare,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37621683,0.2069192558526993
Power Automate,9,0.8277777777777777,FD8,Automation & RPA,Moderate_Growth,0.5,0.41377735,0.20688867568969727
environmental assessment,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37613103,0.2068720653653145
live broadcast production,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29537323,0.20676126182079313
Risk Reporting,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22971413,0.20674271285533904
IOT,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.3757644,0.20667041987180712
