skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
work closely with partner teams,1,0.658,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45691326,0.45691326,0.35533375,0.22160101,0.10157952,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.18276530504226685,Stable,0.4,0.18276530504226685
dive into API design,1,0.713,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3321643,0.3321643,0.3168741,0.27320445,0.015290201,ONET01,DEC03,ONET_BrightOutlook_2024,0.18269035816192628,Moderate_Growth,0.7,0.23251500129699706
"work with a team of SMEs, developers, and designers",1,0.656,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4566304,0.4566304,0.36641002,0.330593,0.09022039,MCK03,ONET01,McKinsey_FutureOfWork_2025,0.18265216350555422,Stable,0.4,0.18265216350555422
solve business challenges,1,0.677,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.36522332,0.36522332,0.30163053,0.29180497,0.06359279,MCK04,ESCO01,ESCO_v1.2_2024,0.18261165916919708,Moderate_Growth,0.7,0.2556563228368759
design moments that matter,1,0.668,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3319707,0.3319707,0.30199823,0.22108915,0.029972464,DEC02,DEC03,ONET_BrightOutlook_2024,0.18258388042449952,Moderate_Growth,0.7,0.23237948417663573
define requirements,1,0.617,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.36437023,0.36437023,0.19528091,0.18380319,0.16908932,ONET03,DEC02,ESCO_v1.2_2024,0.1821851134300232,Moderate_Growth,0.7,0.25505915880203245
collaborate with distributed team,1,0.667,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45464474,0.45464474,0.33235335,0.28414315,0.122291386,WEF07,ONET06,McKinsey_FutureOfWork_2025,0.18185789585113527,Stable,0.4,0.18185789585113527
collaborate in a team environment,1,0.66,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.454628,0.454628,0.38025296,0.30689052,0.07437503,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.18185119628906252,Stable,0.4,0.18185119628906252
improve user experience,1,0.637,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.33059227,0.33059227,0.2999596,0.2568627,0.030632675,DEC02,DEC03,ONET_BrightOutlook_2024,0.1818257510662079,Moderate_Growth,0.7,0.23141459226608274
collaborate with a team,1,0.657,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45396107,0.45396107,0.37997103,0.3582449,0.07399005,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.18158442974090577,Stable,0.4,0.18158442974090577
contribute to testing,1,0.618,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.33014086,0.33014086,0.19049644,0.18530503,0.13964441,MCK05,DEC03,ONET_BrightOutlook_2024,0.18157747238874436,Moderate_Growth,0.7,0.23109860122203826
"guide a team through designing and implementing websites, applications and mobile apps",1,0.655,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45387417,0.45387417,0.36374784,0.35115373,0.090126336,ONET03,ONET01,McKinsey_FutureOfWork_2025,0.18154966831207275,Stable,0.4,0.18154966831207275
write case studies,1,0.696,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.36222526,0.36222526,0.3213318,0.23453876,0.040893465,MCK02,ONET03,ESCO_v1.2_2024,0.1811126321554184,Moderate_Growth,0.7,0.25355768501758574
learn more about company operations,1,0.606,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3614254,0.3614254,0.35828778,0.30188367,0.0031376183,ONET02,MCK02,ESCO_v1.2_2024,0.18071269989013672,Moderate_Growth,0.7,0.2529977798461914
innovate CI/CD pipelines,1,0.675,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.328521,0.328521,0.3073985,0.2766001,0.021122515,WEF04,MCK01,ONET_BrightOutlook_2024,0.18068655729293825,Moderate_Growth,0.7,0.22996470928192136
work across multi-disciplinary teams,1,0.67,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.451509,0.451509,0.4001143,0.23596424,0.0513947,MCK03,ONET01,McKinsey_FutureOfWork_2025,0.18060359954833985,Stable,0.4,0.18060359954833985
assess user projects,1,0.699,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3606401,0.3606401,0.36054662,0.35037962,9.3489885e-05,ESCO01,ONET03,ESCO_v1.2_2024,0.18032005429267883,Moderate_Growth,0.7,0.25244807600975033
develop technologies,1,0.714,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45079893,0.45079893,0.39713204,0.36296695,0.05366689,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.18031957149505617,Stable,0.4,0.18031957149505617
develop tools,2,0.699,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45035166,0.45035166,0.36922374,0.3674503,0.08112791,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.18014066219329836,Stable,0.4,0.18014066219329836
work collaboratively,2,0.633,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.45002562,0.45002562,0.30771908,0.22888596,0.14230654,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.1800102472305298,Stable,0.4,0.1800102472305298
develop process models,1,0.702,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.35996282,0.35996282,0.3282439,0.24531299,0.03171891,MCK01,ONET02,ESCO_v1.2_2024,0.17998141050338745,Moderate_Growth,0.7,0.2519739747047424
collaborate with team,10,0.662,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.44911322,0.44911322,0.37970936,0.3485781,0.06940386,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.17964528799057009,Stable,0.4,0.17964528799057009
work collaboratively with a diverse team,1,0.66,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.44903228,0.44903228,0.31291363,0.2575475,0.13611865,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.17961291074752808,Stable,0.4,0.17961291074752808
"deploy, test, or troubleshoot autonomous systems in operational environments",1,0.622,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.3256725,0.3256725,0.31619483,0.31427038,0.009477675,DEC03,WEF07,ONET_BrightOutlook_2024,0.1791198790073395,Moderate_Growth,0.7,0.22797075510025022
facilitate Agile ceremonies,1,0.598,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4474482,0.4474482,0.40666354,0.29088497,0.040784657,ESCO01,MCK03,McKinsey_FutureOfWork_2025,0.1789792776107788,Stable,0.4,0.1789792776107788
collaborate with teams,1,0.664,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4463065,0.4463065,0.38894975,0.36606246,0.057356745,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.17852259874343873,Stable,0.4,0.17852259874343873
participate in continuous improvement initiatives,1,0.645,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.3234189,0.3234189,0.2685479,0.26565343,0.054870993,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.17788038700819017,Moderate_Growth,0.7,0.22639321982860564
test application code,1,0.7,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.32270342,0.32270342,0.23693894,0.17907298,0.08576448,DEC03,ONET03,ONET_BrightOutlook_2024,0.1774868816137314,Moderate_Growth,0.7,0.22589239478111264
design instrumentation and electrical facilities,1,0.711,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.32245085,0.32245085,0.22364768,0.2013922,0.09880316,ESCO02,DEC02,ONET_BrightOutlook_2024,0.17734796553850177,Moderate_Growth,0.7,0.22571559250354764
demonstrate understanding of manufacturing services processes,1,0.629,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.3542543,0.3542543,0.321056,0.2414979,0.033198297,ESCO02,ONET03,McKinsey_FutureOfWork_2025,0.1771271526813507,Moderate_Growth,0.7,0.24797801375389097
apply expert insights to customer problems,1,0.699,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.35389403,0.35389403,0.2729289,0.23369817,0.08096513,MCK04,DEC03,ESCO_v1.2_2024,0.17694701254367828,Moderate_Growth,0.7,0.24772581756114959
focus on advanced modelling,1,0.616,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.35349783,0.35349783,0.3362283,0.3187195,0.017269522,MCK02,ONET03,ESCO_v1.2_2024,0.17674891650676727,Moderate_Growth,0.7,0.24744848310947418
support course administration,1,0.712,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.32091865,0.32091865,0.2909659,0.23761651,0.029952735,ONET02,MCK02,McKinsey_FutureOfWork_2025,0.17650525718927385,Moderate_Growth,0.7,0.22464305460453032
collaborate effectively across all levels,1,0.611,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4410435,0.4410435,0.3548358,0.28076386,0.08620769,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.1764173984527588,Stable,0.4,0.1764173984527588
build solutions for Technical Data Quality (TDQ),1,0.699,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.32014644,0.32014644,0.27354234,0.23964885,0.046604097,DEC03,MCK02,ONET_BrightOutlook_2024,0.17608054280281069,Moderate_Growth,0.7,0.22410250902175902
drive a rigorous interview process,1,0.59,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.35198462,0.35198462,0.20065373,0.1999658,0.15133089,MCK04,DEC01,ESCO_v1.2_2024,0.17599231004714966,Moderate_Growth,0.7,0.24638923406600952
"ensure projects are delivered safely, efficiently, and in line with commercial objectives",1,0.701,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.3187685,0.3187685,0.29654932,0.24860957,0.022219181,MCK02,DEC03,ESCO_v1.2_2024,0.17532267570495608,Moderate_Growth,0.7,0.22313795089721677
guide a team of developers,1,0.654,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43808115,0.43808115,0.36932993,0.36928102,0.068751216,MCK03,DEC03,McKinsey_FutureOfWork_2025,0.17523245811462404,Stable,0.4,0.17523245811462404
support Product Engineering teams,1,0.667,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43804112,0.43804112,0.4217343,0.34057802,0.016306818,ESCO02,ONET03,McKinsey_FutureOfWork_2025,0.17521644830703736,Stable,0.4,0.17521644830703736
"work with architects, engineers, owners, and stakeholders",1,0.611,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43750072,0.43750072,0.40102166,0.33171347,0.036479056,ESCO02,ONET03,McKinsey_FutureOfWork_2025,0.17500028610229493,Stable,0.4,0.17500028610229493
influence high-level strategies,1,0.648,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.31810886,0.31810886,0.28637627,0.21378145,0.03173259,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.17495987117290498,Moderate_Growth,0.7,0.2226761996746063
work at the intersection of advanced robotics and live field operations,1,0.588,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.34963274,0.34963274,0.30907792,0.28878316,0.04055482,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.17481637001037598,Moderate_Growth,0.7,0.24474291801452636
maintain Business Intelligence solutions,1,0.683,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.34909725,0.34909725,0.32903415,0.30764854,0.020063102,DEC03,ESCO02,ONET_BrightOutlook_2024,0.17454862594604492,Moderate_Growth,0.7,0.24436807632446286
explain strategic goals to other engineers,1,0.606,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.34871852,0.34871852,0.34174109,0.28748527,0.006977439,MCK02,MCK04,ESCO_v1.2_2024,0.1743592619895935,Moderate_Growth,0.7,0.2441029667854309
work in a professional environment with diverse stakeholders,1,0.608,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4357782,0.4357782,0.30258423,0.27722466,0.13319397,MCK05,MCK03,McKinsey_FutureOfWork_2025,0.17431128025054932,Stable,0.4,0.17431128025054932
develop new business opportunities,1,0.64,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.34830302,0.34830302,0.24257949,0.23788632,0.10572353,WEF05,MCK05,ESCO_v1.2_2024,0.17415151000022888,Moderate_Growth,0.7,0.2438121140003204
develop dashboards for operations troubleshooting,1,0.712,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.34805566,0.34805566,0.34557664,0.32303023,0.0024790168,DEC03,ONET02,ESCO_v1.2_2024,0.17402783036231995,Moderate_Growth,0.7,0.2436389625072479
maintain internal management platform,1,0.615,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.34800556,0.34800556,0.23841941,0.23023514,0.10958615,DEC02,WEF04,ONET_BrightOutlook_2024,0.1740027815103531,Moderate_Growth,0.7,0.24360389411449432
collaborate with internal teams,1,0.665,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43491012,0.43491012,0.3631965,0.36056173,0.07171363,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.17396404743194582,Stable,0.4,0.17396404743194582
work closely with stakeholders,2,0.6225,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43471855,0.43471855,0.24797213,0.2376487,0.18674642,ESCO01,ESCO02,McKinsey_FutureOfWork_2025,0.17388741970062258,Stable,0.4,0.17388741970062258
work with solution architects,1,0.608,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3477469,0.3477469,0.3285523,0.3222312,0.019194603,MCK04,MCK02,ESCO_v1.2_2024,0.17387345433235168,Moderate_Growth,0.7,0.24342283606529233
deliver technologies and solutions,1,0.623,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43450275,0.43450275,0.32329208,0.30044377,0.111210674,WEF05,WEF08,McKinsey_FutureOfWork_2025,0.17380110025405884,Stable,0.4,0.17380110025405884
work closely with data teams,1,0.656,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43404394,0.43404394,0.3789154,0.34873778,0.055128545,WEF02,ONET02,McKinsey_FutureOfWork_2025,0.17361757755279542,Stable,0.4,0.17361757755279542
lead research,1,0.633,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.31561565,0.31561565,0.27039745,0.26081014,0.0452182,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.17358860969543458,Moderate_Growth,0.7,0.22093095779418945
navigate complex design obstacles,1,0.705,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.31550398,0.31550398,0.28590164,0.2795152,0.029602349,ESCO02,MCK04,ONET_BrightOutlook_2024,0.1735271915793419,Moderate_Growth,0.7,0.22085278928279875
turn complex infrastructure requirements into simple interfaces,1,0.625,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.31549472,0.31549472,0.31263217,0.29835904,0.0028625429,DEC02,WEF04,ONET_BrightOutlook_2024,0.1735220938920975,Moderate_Growth,0.7,0.22084630131721494
solve business problems,1,0.61,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3467176,0.3467176,0.34298578,0.25552115,0.003731817,MCK04,WEF05,ESCO_v1.2_2024,0.17335879802703857,Moderate_Growth,0.7,0.242702317237854
manage large CAD databases,1,0.605,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3457781,0.3457781,0.27432066,0.24886265,0.071457446,WEF02,DEC01,ONET_BrightOutlook_2024,0.17288905382156372,Moderate_Growth,0.7,0.2420446753501892
work across disciplines,1,0.61,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.43176815,0.43176815,0.34664378,0.31777012,0.08512437,ESCO02,MCK03,McKinsey_FutureOfWork_2025,0.17270725965499878,Stable,0.4,0.17270725965499878
design mechanisms,1,0.707,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.31307805,0.31307805,0.26301453,0.21540932,0.05006352,DEC02,MCK02,ONET_BrightOutlook_2024,0.17219292521476748,Moderate_Growth,0.7,0.2191546320915222
support business planning process,1,0.596,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.34432432,0.34432432,0.22205889,0.20331484,0.12226543,ESCO01,MCK02,ESCO_v1.2_2024,0.17216216027736664,Moderate_Growth,0.7,0.24102702438831328
manage modern endpoint management solutions,1,0.677,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.344306,0.344306,0.3193846,0.30390048,0.024921387,MCK02,ESCO01,ONET_BrightOutlook_2024,0.17215299606323242,Moderate_Growth,0.7,0.24101419448852537
drive success of developer experience program,1,0.636,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.34425884,0.34425884,0.29475605,0.28335962,0.04950279,ONET01,DEC03,ESCO_v1.2_2024,0.17212942242622375,Moderate_Growth,0.7,0.24098119139671323
explain mobile-specific constraints to designers,1,0.616,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3128336,0.3128336,0.2486021,0.20686223,0.0642315,ESCO02,DEC02,ONET_BrightOutlook_2024,0.17205848395824433,Moderate_Growth,0.7,0.2189835250377655
build data stores,1,0.694,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3435374,0.3435374,0.29732198,0.26169813,0.046215415,WEF02,DEC01,ONET_BrightOutlook_2024,0.1717686951160431,Moderate_Growth,0.7,0.2404761731624603
work with fellow engineers,1,0.605,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3112473,0.3112473,0.29640424,0.26614934,0.014843047,MCK02,ESCO02,ONET_BrightOutlook_2024,0.1711860090494156,Moderate_Growth,0.7,0.2178731024265289
perform technical work,1,0.702,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.42765307,0.42765307,0.30781612,0.30334944,0.119836956,DEC03,DEC01,McKinsey_FutureOfWork_2025,0.17106122970581056,Stable,0.4,0.17106122970581056
provision and manage data resources,1,0.641,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3413486,0.3413486,0.32533038,0.27561072,0.016018212,WEF04,DEC01,ONET_BrightOutlook_2024,0.17067429423332214,Moderate_Growth,0.7,0.238944011926651
present directly to senior leadership,1,0.636,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.3100091,0.3100091,0.22032553,0.1340737,0.08968356,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.17050500065088273,Moderate_Growth,0.7,0.21700636446475982
collaborate closely with designers and strategists,1,0.611,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.42595422,0.42595422,0.312692,0.27843076,0.113262236,WEF07,ONET03,McKinsey_FutureOfWork_2025,0.1703816890716553,Stable,0.4,0.1703816890716553
maintain activity tracking databases,1,0.679,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.34055048,0.34055048,0.26345235,0.2461595,0.07709813,DEC03,DEC01,ONET_BrightOutlook_2024,0.1702752411365509,Moderate_Growth,0.7,0.23838533759117125
collaborate with product teams,1,0.664,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.42555088,0.42555088,0.3425308,0.26903707,0.08302009,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.17022035121917725,Stable,0.4,0.17022035121917725
design audio systems,1,0.699,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3086417,0.3086417,0.25497243,0.17738673,0.053669274,DEC02,ONET06,ONET_BrightOutlook_2024,0.169752936065197,Moderate_Growth,0.7,0.21604919135570524
develop hardware systems,1,0.704,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.30845183,0.30845183,0.2880382,0.28353825,0.020413637,ESCO02,DEC02,ONET_BrightOutlook_2024,0.1696485072374344,Moderate_Growth,0.7,0.21591628193855283
develop data models,1,0.697,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.33902103,0.33902103,0.3177682,0.30614132,0.02125284,DEC01,WEF02,ESCO_v1.2_2024,0.16951051354408264,Moderate_Growth,0.7,0.2373147189617157
participate in building software,1,0.621,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4233591,0.4233591,0.36065146,0.3509135,0.06270763,ONET01,ONET03,McKinsey_FutureOfWork_2025,0.169343638420105,Stable,0.4,0.169343638420105
assist with planning office-wide processes,1,0.571,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.338377,0.338377,0.3178637,0.27687973,0.020513296,MCK02,DEC01,McKinsey_FutureOfWork_2025,0.1691884994506836,Moderate_Growth,0.7,0.23686389923095702
contribute to wider objectives,1,0.609,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.30748665,0.30748665,0.29999822,0.26955068,0.0074884295,MCK02,ESCO01,McKinsey_FutureOfWork_2025,0.16911765933036804,Moderate_Growth,0.7,0.21524065732955933
create personalized experiences,1,0.715,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.30725837,0.30725837,0.25222352,0.24278912,0.055034846,ESCO02,ONET04,ONET_BrightOutlook_2024,0.16899210214614868,Moderate_Growth,0.7,0.2150808572769165
collaborate with diverse teams,1,0.664,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4223146,0.4223146,0.3609773,0.30073547,0.061337322,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.16892584562301638,Stable,0.4,0.16892584562301638
communicate corrective actions to leadership,1,0.641,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.30646473,0.30646473,0.28371686,0.18984254,0.022747874,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.1685556024312973,Moderate_Growth,0.7,0.21452531218528748
script PowerShell for automation,1,0.675,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.33654827,0.33654827,0.1900244,0.18326585,0.14652386,WEF07,DEC03,McKinsey_FutureOfWork_2025,0.1682741343975067,Moderate_Growth,0.7,0.23558378815650938
translate complex behavioral data into clear stories,1,0.672,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.33556682,0.33556682,0.30931306,0.2843207,0.02625376,DEC03,MCK02,ESCO_v1.2_2024,0.16778340935707092,Moderate_Growth,0.7,0.2348967730998993
"support the tooling, pipelines, frameworks, and other technologies",1,0.705,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4188676,0.4188676,0.41652802,0.3996386,0.0023395717,WEF04,DEC03,McKinsey_FutureOfWork_2025,0.16754703521728517,Stable,0.4,0.16754703521728517
liaise with clinic team members,1,0.658,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.30463037,0.30463037,0.29235512,0.17476976,0.012275249,MCK02,WEF07,McKinsey_FutureOfWork_2025,0.16754670292139054,Moderate_Growth,0.7,0.21324125826358795
provide technical mentorship,1,0.616,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41886598,0.41886598,0.26811266,0.26093647,0.15075332,MCK03,WEF08,McKinsey_FutureOfWork_2025,0.16754639148712158,Stable,0.4,0.16754639148712158
provide hands-on expertise,1,0.597,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41830704,0.41830704,0.32924262,0.2661866,0.08906442,WEF07,ESCO02,McKinsey_FutureOfWork_2025,0.1673228144645691,Stable,0.4,0.1673228144645691
collaborate with team and offer feedback,1,0.66,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41779387,0.41779387,0.26017094,0.25015312,0.15762293,WEF07,MCK03,McKinsey_FutureOfWork_2025,0.1671175479888916,Stable,0.4,0.1671175479888916
build systems for B2B businesses,1,0.697,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3338702,0.3338702,0.27978387,0.26755714,0.054086328,WEF05,ONET02,ESCO_v1.2_2024,0.16693510115146637,Moderate_Growth,0.7,0.2337091416120529
work with partners to gather requirements,1,0.606,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4173132,0.4173132,0.40832162,0.23484528,0.008991569,ESCO02,MCK03,McKinsey_FutureOfWork_2025,0.16692527532577517,Stable,0.4,0.16692527532577517
drive business decisions,1,0.611,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.33330202,0.33330202,0.20154953,0.19195375,0.13175249,MCK04,ONET02,ESCO_v1.2_2024,0.16665101051330566,Moderate_Growth,0.7,0.2333114147186279
understand tools involved in frontend development,1,0.622,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4162323,0.4162323,0.41565594,0.38751692,0.0005763471,DEC02,DEC03,McKinsey_FutureOfWork_2025,0.16649291515350342,Stable,0.4,0.16649291515350342
translate business use cases into scalable platform services,1,0.672,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.33239508,0.33239508,0.32992688,0.30939427,0.0024681985,WEF05,ONET02,ESCO_v1.2_2024,0.1661975383758545,Moderate_Growth,0.7,0.23267655372619628
work with high-volume data environments,1,0.569,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3322083,0.3322083,0.31603575,0.27627504,0.016172558,WEF02,WEF04,ONET_BrightOutlook_2024,0.16610415279865265,Moderate_Growth,0.7,0.2325458139181137
provide technical leadership,3,0.6106666666666666,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4151697,0.4151697,0.34240597,0.25427967,0.07276371,MCK03,ESCO01,McKinsey_FutureOfWork_2025,0.1660678744316101,Stable,0.4,0.1660678744316101
build QA platform,1,0.665,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.3018492,0.3018492,0.23528937,0.21670718,0.06655982,DEC02,ONET03,ONET_BrightOutlook_2024,0.16601705253124238,Moderate_Growth,0.7,0.21129443049430846
manage stakeholder communication,1,0.706,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41491848,0.41491848,0.28586334,0.20715477,0.12905514,ESCO01,ONET06,McKinsey_FutureOfWork_2025,0.16596739292144777,Stable,0.4,0.16596739292144777
develop and operate across regions,1,0.67,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41328925,0.41328925,0.29333282,0.27772582,0.119956434,WEF04,ESCO02,McKinsey_FutureOfWork_2025,0.16531569957733155,Stable,0.4,0.16531569957733155
seek feedback from senior team members,1,0.659,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.3004992,0.3004992,0.26347247,0.16923597,0.037026733,MCK02,DEC03,McKinsey_FutureOfWork_2025,0.16527456045150757,Moderate_Growth,0.7,0.210349440574646
"deliver developments that meet commercial, technical, and design excellence",1,0.705,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4131676,0.4131676,0.33795968,0.32014608,0.07520792,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.16526703834533693,Stable,0.4,0.16526703834533693
administer program procedures,1,0.682,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.33043435,0.33043435,0.30878618,0.27488834,0.021648169,DEC03,DEC01,ONET_BrightOutlook_2024,0.16521717607975006,Moderate_Growth,0.7,0.23130404651165007
build enterprise data capability,1,0.675,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.32998943,0.32998943,0.3225252,0.31074226,0.00746423,WEF02,MCK02,ESCO_v1.2_2024,0.1649947166442871,Moderate_Growth,0.7,0.23099260330200194
partner closely with Engineering and Information Security peers,1,0.61,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41199696,0.41199696,0.356313,0.30577064,0.05568397,WEF03,ESCO02,McKinsey_FutureOfWork_2025,0.16479878425598146,Stable,0.4,0.16479878425598146
work closely with product teams,1,0.658,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41175717,0.41175717,0.329082,0.26711926,0.08267516,MCK03,ESCO02,McKinsey_FutureOfWork_2025,0.1647028684616089,Stable,0.4,0.1647028684616089
