job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement
in-34c6520c08d55db7,2026-02-27,build solid relationships with team members,Soft,N/A,0.662,Medium,LLM,0.79,0.9
in-34c6520c08d55db7,2026-02-27,champion world-class artistry,Soft,N/A,0.645,Medium,LLM,0.87,0.9
in-34c6520c08d55db7,2026-02-27,exceed expectations,Soft,N/A,0.645,Medium,LLM,0.87,0.9
in-34c6520c08d55db7,2026-02-27,work at a fast pace to achieve KPIs,Soft,N/A,0.623,Medium,LLM,0.71,0.9
in-34c6520c08d55db7,2026-02-27,follow company grooming standards,Soft,N/A,0.639,Medium,LLM,0.83,0.9
in-3556957cea163733,2026-03-11,automate tasks,Hard,Create,0.672,Medium,LLM,0.8,0.9
in-3556957cea163733,2026-03-11,build deployment pipelines,Hard,Create,0.7,Medium High,LLM,1.0,0.9
in-3556957cea163733,2026-03-11,manage source control,Hard,Apply,0.642,Medium,LLM,0.79,0.9
in-3556957cea163733,2026-03-11,provision cloud infrastructure,Hard,Analyze,0.603,Medium,LLM,0.88,0.9
in-3556957cea163733,2026-03-11,manage cloud infrastructure,Hard,Analyze,0.573,Medium Low,LLM,0.85,0.9
in-3556957cea163733,2026-03-11,provision infrastructure,Hard,Analyze,0.606,Medium,LLM,0.9,0.9
in-3556957cea163733,2026-03-11,manage infrastructure,Hard,Analyze,0.579,Medium Low,LLM,0.9,0.9
in-3556957cea163733,2026-03-11,set up Jenkins,Hard,Apply,0.558,Medium Low,LLM,0.72,0.9
in-3556957cea163733,2026-03-11,configure Jenkins,Hard,Apply,0.678,Medium,LLM,0.84,0.9
in-3556957cea163733,2026-03-11,install plugins,Hard,Apply,0.674,Medium,LLM,0.81,0.9
in-3556957cea163733,2026-03-11,create build jobs,Hard,Create,0.665,Medium,LLM,0.75,0.9
in-3556957cea163733,2026-03-11,manage build jobs,Hard,Create,0.636,Medium,LLM,0.75,0.9
in-3556957cea163733,2026-03-11,integrate with source control systems,Hard,Create,0.672,Medium,LLM,0.8,0.9
in-3556957cea163733,2026-03-11,integrate with other tools,Hard,Create,0.668,Medium,LLM,0.77,0.9
in-35e03ae1caff1780,2026-03-05,create strong delivery processes,Hard,Create,0.675,Medium,LLM,0.82,0.9
in-35e03ae1caff1780,2026-03-05,ensure on-time delivery,Hard,Analyze,0.674,Medium,LLM,0.81,0.9
in-35e03ae1caff1780,2026-03-05,collaborate with cross-functional teams,Soft,N/A,0.673,Medium,LLM,0.87,0.9
in-35e03ae1caff1780,2026-03-05,drive product from conception to rollout,Hard,Apply,0.565,Medium Low,LLM,0.78,0.9
in-35e03ae1caff1780,2026-03-05,provide visibility on progress and timelines,Hard,Apply,0.567,Medium Low,LLM,0.8,0.9
in-35e03ae1caff1780,2026-03-05,communicate effectively,Soft,N/A,0.649,Medium,LLM,0.9,0.9
in-35e03ae1caff1780,2026-03-05,lead teams,Soft,N/A,0.655,Medium,LLM,0.74,0.9
in-35e03ae1caff1780,2026-03-05,solve problems,Soft,N/A,0.635,Medium,LLM,0.8,0.9
in-35e03ae1caff1780,2026-03-05,resolve conflicts,Soft,N/A,0.669,Medium,LLM,0.84,0.9
in-35e03ae1caff1780,2026-03-05,organize work and processes,Soft,N/A,0.633,Medium,LLM,0.78,0.9
in-3a25de1e948c9510,2025-11-21,lead solution design,Hard,Create,0.699,Medium,LLM,0.78,0.9
in-3a25de1e948c9510,2025-11-21,orchestrate complex ecosystems,Hard,Create,0.713,Medium High,LLM,0.88,0.9
in-3a25de1e948c9510,2025-11-21,ensure successful adoption of platforms,Hard,Analyze,0.703,Medium High,LLM,0.81,0.9
in-3a25de1e948c9510,2025-11-21,lead design and delivery of integration architectures,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-3a25de1e948c9510,2025-11-21,guide customers,Soft,N/A,0.61,Medium,LLM,0.81,0.9
in-37ed4cd194d9bd61,2025-11-12,develop methods and frameworks,Hard,Create,0.673,Medium,LLM,0.8,0.9
in-37ed4cd194d9bd61,2025-11-12,embed governance,Hard,Apply,0.571,Medium Low,LLM,0.83,0.9
in-37ed4cd194d9bd61,2025-11-12,scale programmes,Hard,Create,0.596,Medium Low,LLM,0.83,0.9
in-37ed4cd194d9bd61,2025-11-12,lead planning capability,Soft,N/A,0.639,Medium,LLM,0.82,0.9
in-37ed4cd194d9bd61,2025-11-12,grow a team,Soft,N/A,0.648,Medium,LLM,0.69,0.9
in-37ed4cd194d9bd61,2025-11-12,build a high-performing team,Soft,N/A,0.662,Medium,LLM,0.79,0.9
in-37ed4cd194d9bd61,2025-11-12,deliver complex initiatives,Hard,Apply,0.573,Medium Low,LLM,0.85,0.9
in-37ed4cd194d9bd61,2025-11-12,ensure planning function excellence,Soft,N/A,0.641,Medium,LLM,0.84,0.9
in-37ed4cd194d9bd61,2025-11-12,work in partnership with stakeholders,Soft,N/A,0.636,Medium,LLM,0.8,0.9
in-366ed5fb266e1ee3,2026-03-09,develop high-performance data ingestion systems,Hard,Create,0.71,Medium High,LLM,0.86,0.9
in-366ed5fb266e1ee3,2026-03-09,test high-performance data ingestion systems,Hard,Evaluate,0.707,Medium High,LLM,0.84,0.9
in-366ed5fb266e1ee3,2026-03-09,deploy high-performance data ingestion systems,Hard,Apply,0.709,Medium High,LLM,0.85,0.9
in-366ed5fb266e1ee3,2026-03-09,enhance platform performance,Hard,Create,0.71,Medium High,LLM,0.86,0.9
in-366ed5fb266e1ee3,2026-03-09,enhance platform scalability,Hard,Create,0.71,Medium High,LLM,0.86,0.9
in-366ed5fb266e1ee3,2026-03-09,implement robust observability,Hard,Apply,0.713,Medium High,LLM,0.88,0.9
in-366ed5fb266e1ee3,2026-03-09,implement robust monitoring,Hard,Analyze,0.625,Medium,LLM,0.85,0.9
in-366ed5fb266e1ee3,2026-03-09,implement robust alerting,Hard,Apply,0.706,Medium High,LLM,0.83,0.9
in-366ed5fb266e1ee3,2026-03-09,operate distributed systems,Hard,Evaluate,0.625,Medium,LLM,0.85,0.9
in-366ed5fb266e1ee3,2026-03-09,build monitoring systems,Hard,Create,0.704,Medium High,LLM,0.82,0.9
in-366ed5fb266e1ee3,2026-03-09,uphold standards for code quality,Soft,N/A,0.605,Medium,LLM,0.77,0.9
in-366ed5fb266e1ee3,2026-03-09,support teammates through design reviews,Soft,N/A,0.666,Medium,LLM,0.82,0.9
in-366ed5fb266e1ee3,2026-03-09,support teammates through code reviews,Soft,N/A,0.664,Medium,LLM,0.8,0.9
in-366ed5fb266e1ee3,2026-03-09,provide technical mentorship,Soft,N/A,0.616,Medium,LLM,0.86,0.9
in-366ed5fb266e1ee3,2026-03-09,work closely with stakeholders,Soft,N/A,0.609,Medium,LLM,0.8,0.9
in-366ed5fb266e1ee3,2026-03-09,work closely with partner teams,Soft,N/A,0.658,Medium,LLM,0.76,0.9
in-361c0675a3147072,2026-03-10,facilitate annual planning cycle,Hard,Create,0.595,Medium Low,LLM,0.82,0.9
in-361c0675a3147072,2026-03-10,work closely with stakeholders,Soft,N/A,0.636,Medium,LLM,0.8,0.9
in-361c0675a3147072,2026-03-10,monitor progress of change activity,Hard,Analyze,0.67,Medium,LLM,0.79,0.9
in-361c0675a3147072,2026-03-10,monitor progress of impact assessments,Hard,Evaluate,0.594,Medium Low,LLM,0.8,0.9
in-361c0675a3147072,2026-03-10,perform data analysis,Hard,Apply,0.671,Medium,LLM,0.79,0.9
in-361c0675a3147072,2026-03-10,generate insights,Hard,Create,0.678,Medium,LLM,0.84,0.9
in-361c0675a3147072,2026-03-10,ensure critical business activities are achieved,Hard,Analyze,0.674,Medium,LLM,0.81,0.9
in-361c0675a3147072,2026-03-10,communicate effectively,Soft,N/A,0.649,Medium,LLM,0.9,0.9
in-361c0675a3147072,2026-03-10,organize work,Soft,N/A,0.633,Medium,LLM,0.78,0.9
in-361c0675a3147072,2026-03-10,proactively manage tasks,Soft,N/A,0.639,Medium,LLM,0.82,0.9
in-361c0675a3147072,2026-03-10,apply methodical approach,Soft,N/A,0.64,Medium,LLM,0.83,0.9
in-368b730dfbfb2c56,2026-03-11,work independently,Soft,N/A,0.615,Medium,LLM,0.86,0.9
in-368b730dfbfb2c56,2026-03-11,collaborate with team,Soft,N/A,0.662,Medium,LLM,0.79,0.9
in-368b730dfbfb2c56,2026-03-11,design residential projects,Hard,Create,0.709,Medium High,LLM,0.85,0.9
in-368b730dfbfb2c56,2026-03-11,design mixed-use projects,Hard,Create,0.706,Medium High,LLM,0.83,0.9
in-368b730dfbfb2c56,2026-03-11,design commercial projects,Hard,Create,0.707,Medium High,LLM,0.84,0.9
in-368b730dfbfb2c56,2026-03-11,use Revit,Hard,Apply,0.69,Medium,LLM,0.72,0.9
in-368b730dfbfb2c56,2026-03-11,use AutoCAD,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-368b730dfbfb2c56,2026-03-11,use Bluebeam,Hard,Apply,0.696,Medium,LLM,0.77,0.9
in-368b730dfbfb2c56,2026-03-11,design mid-rise residential,Hard,Create,0.709,Medium High,LLM,0.85,0.9
in-368b730dfbfb2c56,2026-03-11,design high-rise residential,Hard,Create,0.71,Medium High,LLM,0.86,0.9
in-4249d42ce8b49e38,2026-02-27,participate in project lifecycle,Hard,Apply,0.57,Medium Low,LLM,0.82,0.9
in-4249d42ce8b49e38,2026-02-27,contribute to pre-sales and bids,Hard,Apply,0.564,Medium Low,LLM,0.77,0.9
in-4249d42ce8b49e38,2026-02-27,analyze requirements,Hard,Analyze,0.684,Medium,LLM,0.89,0.9
in-4249d42ce8b49e38,2026-02-27,design solutions,Hard,Create,0.676,Medium,LLM,0.83,0.9
in-4249d42ce8b49e38,2026-02-27,design systems architecture,Hard,Create,0.7,Medium High,LLM,1.0,0.9
in-4249d42ce8b49e38,2026-02-27,create documentation,Hard,Create,0.684,Medium,LLM,0.89,0.9
in-4249d42ce8b49e38,2026-02-27,perform testing,Hard,Evaluate,0.594,Medium Low,LLM,0.81,0.9
in-4249d42ce8b49e38,2026-02-27,implement systems,Hard,Apply,0.678,Medium,LLM,0.84,0.9
in-4249d42ce8b49e38,2026-02-27,provide post-implementation support,Hard,Evaluate,0.686,Medium,LLM,0.9,0.9
in-3a40f4b75ecb8f1e,2026-02-17,champion a DevOps culture and practices,Soft,N/A,0.604,Medium,LLM,0.77,0.9
in-3a40f4b75ecb8f1e,2026-02-17,provide expert full-stack support to software engineering teams,Soft,N/A,0.665,Medium,LLM,0.81,0.9
in-3a40f4b75ecb8f1e,2026-02-17,integrate DevOps methodologies into development and deployment workflows,Hard,Create,0.719,Medium High,LLM,0.92,0.9
in-3a40f4b75ecb8f1e,2026-02-17,"develop internal tooling, modules, and libraries",Hard,Create,0.704,Medium High,LLM,0.81,0.9
in-3a40f4b75ecb8f1e,2026-02-17,implement new projects,Hard,Apply,0.702,Medium High,LLM,0.8,0.9
in-3a40f4b75ecb8f1e,2026-02-17,maintain and enhance existing platforms,Hard,Create,0.703,Medium High,LLM,0.81,0.9
in-3a40f4b75ecb8f1e,2026-02-17,"focus on automation, resiliency, availability, scalability, and performance",Hard,Apply,0.626,Medium,LLM,0.86,0.9
in-3a40f4b75ecb8f1e,2026-02-17,"contribute to the development of RFCs, standards, and frameworks",Hard,Create,0.617,Medium,LLM,0.79,0.9
in-3a40f4b75ecb8f1e,2026-02-17,partner closely with Engineering and Information Security peers,Soft,N/A,0.61,Medium,LLM,0.81,0.9
in-3a40f4b75ecb8f1e,2026-02-17,develop infrastructure solutions,Hard,Create,0.716,Medium High,LLM,0.9,0.9
in-3a40f4b75ecb8f1e,2026-02-17,follow established best practices and design patterns,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-3a40f4b75ecb8f1e,2026-02-17,drive the automation and optimization of operations,Hard,Apply,0.591,Medium Low,LLM,0.79,0.9
in-3a40f4b75ecb8f1e,2026-02-17,"support the tooling, pipelines, frameworks, and other technologies",Hard,Evaluate,0.705,Medium High,LLM,0.82,0.9
in-3a40f4b75ecb8f1e,2026-02-17,work collaboratively with a diverse team,Soft,N/A,0.66,Medium,LLM,0.78,0.9
in-3a40f4b75ecb8f1e,2026-02-17,automate and streamline the entire software delivery lifecycle,Hard,Create,0.702,Medium High,LLM,0.81,0.9
in-427c59728dce7b1c,2026-02-05,lead product development,Hard,Create,0.622,Medium,LLM,0.82,0.9
in-427c59728dce7b1c,2026-02-05,embed AI capabilities,Hard,Apply,0.591,Medium Low,LLM,0.79,0.9
in-427c59728dce7b1c,2026-02-05,shape user workflows,Hard,Apply,0.616,Medium,LLM,0.78,0.9
in-427c59728dce7b1c,2026-02-05,work with cross-functional teams,Soft,N/A,0.666,Medium,LLM,0.82,0.9
in-427c59728dce7b1c,2026-02-05,define product vision,Hard,Remember,0.7,Medium High,LLM,0.79,0.9
in-427c59728dce7b1c,2026-02-05,deliver AI-powered products,Hard,Apply,0.598,Medium Low,LLM,0.85,0.9
in-427c59728dce7b1c,2026-02-05,blend machine learning with design,Hard,Create,0.699,Medium,LLM,0.78,0.9
in-427c59728dce7b1c,2026-02-05,drive innovation,Soft,N/A,0.611,Medium,LLM,0.83,0.9
in-427c59728dce7b1c,2026-02-05,influence company strategy,Soft,N/A,0.613,Medium,LLM,0.84,0.9
in-427c59728dce7b1c,2026-02-05,conceptualize AI integration,Hard,Apply,0.6,Medium Low,LLM,0.86,0.9
in-427c59728dce7b1c,2026-02-05,integrate AI across ecosystems,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-443f3ba3c65aa81b,2026-03-06,build web applications,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-443f3ba3c65aa81b,2026-03-06,deploy high-scale communication systems,Soft,N/A,0.701,Medium High,LLM,0.87,0.9
in-443f3ba3c65aa81b,2026-03-06,secure high-scale communication systems,Soft,N/A,0.701,Medium High,LLM,0.87,0.9
in-443f3ba3c65aa81b,2026-03-06,write clean concurrent code,Hard,Create,0.699,Medium,LLM,0.78,0.9
in-443f3ba3c65aa81b,2026-03-06,work across a diverse modern stack,Soft,N/A,0.601,Medium,LLM,0.75,0.9
in-443f3ba3c65aa81b,2026-03-06,learn how to deploy and secure systems,Soft,N/A,0.6,Medium,LLM,0.74,0.9
in-45b09437e6f9d734,2026-01-12,lead design of cloud-based platforms,Hard,Create,0.7,Medium High,LLM,0.79,0.9
in-45b09437e6f9d734,2026-01-12,lead implementation of cloud-based platforms,Hard,Apply,0.624,Medium,LLM,0.84,0.9
in-45b09437e6f9d734,2026-01-12,lead evolution of cloud-based platforms,Hard,Apply,0.593,Medium Low,LLM,0.81,0.9
in-45b09437e6f9d734,2026-01-12,work across multi-disciplinary teams,Soft,N/A,0.67,Medium,LLM,0.85,0.9
in-45b09437e6f9d734,2026-01-12,build automation pipelines,Hard,Create,0.707,Medium High,LLM,0.84,0.9
in-45b09437e6f9d734,2026-01-12,embed modern DevOps practices,Hard,Apply,0.618,Medium,LLM,0.8,0.9
in-45b09437e6f9d734,2026-01-12,guide engineers,Soft,N/A,0.61,Medium,LLM,0.81,0.9
in-45b09437e6f9d734,2026-01-12,deliver digital solutions,Hard,Apply,0.596,Medium Low,LLM,0.83,0.9
in-45b09437e6f9d734,2026-01-12,thrive in an agile environment,Soft,N/A,0.603,Medium,LLM,0.76,0.9
in-45b09437e6f9d734,2026-01-12,solve complex problems at scale,Hard,Apply,0.696,Medium,LLM,0.76,0.9
in-476230db996030ac,2026-02-25,design engineering,Hard,Create,0.68,Medium,LLM,0.86,0.9
in-476230db996030ac,2026-02-25,experience structural engineering,Hard,Create,0.606,Medium,LLM,0.9,0.9
in-476230db996030ac,2026-02-25,experience energy projects,Hard,Apply,0.572,Medium Low,LLM,0.84,0.9
in-4680a02c6d0fe13f,2025-10-08,explain solutions and products,Soft,N/A,0.609,Medium,LLM,0.8,0.9
in-4680a02c6d0fe13f,2025-10-08,collaborate in a distributed team,Soft,N/A,0.66,Medium,LLM,0.77,0.9
in-4680a02c6d0fe13f,2025-10-08,adapt to pace of change,Soft,N/A,0.597,Medium Low,LLM,0.71,0.9
in-4680a02c6d0fe13f,2025-10-08,learn customer language and industries,Soft,N/A,0.609,Medium,LLM,0.8,0.9
in-4680a02c6d0fe13f,2025-10-08,apply expert insights to customer problems,Hard,Apply,0.699,Medium,LLM,0.79,0.9
in-4680a02c6d0fe13f,2025-10-08,"develop low-level Linux boot, BIOS, firmware and embedded software",Hard,Create,0.701,Medium High,LLM,0.79,0.9
in-4680a02c6d0fe13f,2025-10-08,code proficiently,Hard,Apply,0.707,Medium High,LLM,0.84,0.9
in-4680a02c6d0fe13f,2025-10-08,script proficiently,Hard,Apply,0.712,Medium High,LLM,0.87,0.9
in-4680a02c6d0fe13f,2025-10-08,"build things reliably, efficiently and cost-effectively",Hard,Create,0.709,Medium High,LLM,0.85,0.9
in-4680a02c6d0fe13f,2025-10-08,enable enterprise adoption of technologies,Hard,Analyze,0.623,Medium,LLM,0.83,0.9
in-431768e5d2264d2d,2026-02-04,refactor and upgrade codebase,Hard,Create,0.701,Medium High,LLM,0.8,0.9
in-431768e5d2264d2d,2026-02-04,drive progress toward better maintainability,Soft,N/A,0.613,Medium,LLM,0.84,0.9
in-431768e5d2264d2d,2026-02-04,work with JavaScript tools,Hard,Apply,0.615,Medium,LLM,0.77,0.9
in-431768e5d2264d2d,2026-02-04,work across multiple programming languages,Hard,Create,0.623,Medium,LLM,0.83,0.9
in-431768e5d2264d2d,2026-02-04,orchestrate CI/CD,Hard,Create,0.707,Medium High,LLM,0.84,0.9
in-431768e5d2264d2d,2026-02-04,develop and maintain CLI tools and packages,Hard,Create,0.683,Medium,LLM,0.67,0.9
in-431768e5d2264d2d,2026-02-04,write maintainable code,Hard,Create,0.703,Medium High,LLM,0.81,0.9
in-431768e5d2264d2d,2026-02-04,deliberately document for the future,Soft,N/A,0.607,Medium,LLM,0.79,0.9
in-431768e5d2264d2d,2026-02-04,understand tools involved in frontend development,Hard,Create,0.622,Medium,LLM,0.82,0.9
in-431768e5d2264d2d,2026-02-04,"optimize performance of bundlers, linters, and formatters",Hard,Evaluate,0.704,Medium High,LLM,0.82,0.9
in-431768e5d2264d2d,2026-02-04,adopt and test new features early on,Hard,Evaluate,0.691,Medium,LLM,0.73,0.9
in-431768e5d2264d2d,2026-02-04,continuously improve the developer experience,Soft,N/A,0.614,Medium,LLM,0.85,0.9
in-431768e5d2264d2d,2026-02-04,maintain or write plugins for tools,Hard,Create,0.694,Medium,LLM,0.75,0.9
in-431768e5d2264d2d,2026-02-04,write new and unique tools,Hard,Create,0.692,Medium,LLM,0.73,0.9
in-431768e5d2264d2d,2026-02-04,become an expert in JavaScript tooling,Hard,Apply,0.614,Medium,LLM,0.77,0.9
in-431768e5d2264d2d,2026-02-04,serve as a resource to help teams solve problems,Soft,N/A,0.654,Medium,LLM,0.73,0.9
in-431768e5d2264d2d,2026-02-04,"build and maintain tools, pipelines, and processes",Hard,Create,0.687,Medium,LLM,0.7,0.9
in-431768e5d2264d2d,2026-02-04,"continuously improve build tooling, developer workflows, and infrastructure",Hard,Create,0.71,Medium High,LLM,0.86,0.9
in-431768e5d2264d2d,2026-02-04,develop and operate foundational JavaScript build systems,Hard,Create,0.704,Medium High,LLM,0.82,0.9
in-431768e5d2264d2d,2026-02-04,enable internal developers to ship features quickly and safely,Soft,N/A,0.606,Medium,LLM,0.78,0.9
in-487df2b1087d73fa,2025-09-12,work independently,Soft,N/A,0.643,Medium,LLM,0.86,0.9
in-487df2b1087d73fa,2025-09-12,work collaboratively in a multidisciplinary environment,Soft,N/A,0.643,Medium,LLM,0.85,0.9
in-487df2b1087d73fa,2025-09-12,apply AI to tackle challenges,Hard,Apply,0.665,Medium,LLM,0.75,0.9
in-487df2b1087d73fa,2025-09-12,lead research,Soft,N/A,0.633,Medium,LLM,0.78,0.9
in-487df2b1087d73fa,2025-09-12,write grants,Hard,Create,0.667,Medium,LLM,0.77,0.9
in-487df2b1087d73fa,2025-09-12,manage projects,Soft,N/A,0.637,Medium,LLM,0.81,0.9
in-487df2b1087d73fa,2025-09-12,mentor students,Soft,N/A,0.637,Medium,LLM,0.81,0.9
in-4aae1652e7ec2129,2026-03-05,build service operations,Hard,Create,0.675,Medium,LLM,0.82,0.9
in-4aae1652e7ec2129,2026-03-05,scale service operations,Hard,Apply,0.57,Medium Low,LLM,0.82,0.9
in-4aae1652e7ec2129,2026-03-05,foster a culture of accountability,Soft,N/A,0.633,Medium,LLM,0.78,0.9
in-4aae1652e7ec2129,2026-03-05,foster a culture of continuous improvement,Soft,N/A,0.634,Medium,LLM,0.79,0.9
in-4aae1652e7ec2129,2026-03-05,foster a culture of customer success,Soft,N/A,0.63,Medium,LLM,0.76,0.9
in-4aae1652e7ec2129,2026-03-05,direct projects,Hard,Apply,0.569,Medium Low,LLM,0.81,0.9
in-4aae1652e7ec2129,2026-03-05,govern projects,Hard,Apply,0.569,Medium Low,LLM,0.81,0.9
in-4aae1652e7ec2129,2026-03-05,manage projects,Hard,Apply,0.674,Medium,LLM,0.81,0.9
in-4b8bdcf374513e65,2026-03-11,develop interfaces between clinical and enterprise systems,Hard,Create,0.676,Medium,LLM,0.82,0.9
in-4b8bdcf374513e65,2026-03-11,maintain interfaces between clinical and enterprise systems,Hard,Analyze,0.676,Medium,LLM,0.83,0.9
in-4b8bdcf374513e65,2026-03-11,troubleshoot interfaces between clinical and enterprise systems,Hard,Apply,0.679,Medium,LLM,0.84,0.9
in-4b8bdcf374513e65,2026-03-11,support healthcare system integrations,Hard,Evaluate,0.681,Medium,LLM,0.86,0.9
in-4b8bdcf374513e65,2026-03-11,support data conversions,Hard,Evaluate,0.675,Medium,LLM,0.82,0.9
in-4cf5479496e4301e,2026-03-11,build dashboards,Hard,Create,0.676,Medium,LLM,0.83,0.9
in-4cf5479496e4301e,2026-03-11,conduct experiment analyses,Hard,Apply,0.679,Medium,LLM,0.85,0.9
in-4cf5479496e4301e,2026-03-11,track model performance,Hard,Create,0.674,Medium,LLM,0.81,0.9
in-4cf5479496e4301e,2026-03-11,track feature performance,Hard,Apply,0.597,Medium Low,LLM,0.83,0.9
in-4cf5479496e4301e,2026-03-11,partner with engineers,Soft,N/A,0.636,Medium,LLM,0.8,0.9
in-4cf5479496e4301e,2026-03-11,partner with data scientists,Soft,N/A,0.634,Medium,LLM,0.79,0.9
in-4cf5479496e4301e,2026-03-11,turn analysis into business impact,Hard,Apply,0.565,Medium Low,LLM,0.78,0.9
in-4cf5479496e4301e,2026-03-11,measure data-driven insights,Hard,Evaluate,0.681,Medium,LLM,0.86,0.9
in-4cf5479496e4301e,2026-03-11,translate data-driven insights,Hard,Understand,0.684,Medium,LLM,0.88,0.9
in-4cf5479496e4301e,2026-03-11,prioritize data-driven insights,Hard,Evaluate,0.685,Medium,LLM,0.89,0.9
in-4cf5479496e4301e,2026-03-11,inform product decisions,Soft,N/A,0.639,Medium,LLM,0.82,0.9
in-4cf5479496e4301e,2026-03-11,inform campaign decisions,Soft,N/A,0.64,Medium,LLM,0.83,0.9
in-4aab702ede0af613,2026-02-25,partner with sales leadership,Soft,N/A,0.608,Medium,LLM,0.8,0.9
in-4aab702ede0af613,2026-02-25,provide real-time market data,Hard,Remember,0.618,Medium,LLM,0.8,0.9
in-4aab702ede0af613,2026-02-25,challenge hiring managers,Soft,N/A,0.612,Medium,LLM,0.83,0.9
in-4aab702ede0af613,2026-02-25,build and nurture a pipeline of talent,Hard,Create,0.692,Medium,LLM,0.74,0.9
in-4aab702ede0af613,2026-02-25,map out competitor sales organisations,Hard,Understand,0.702,Medium High,LLM,0.8,0.9
in-4aab702ede0af613,2026-02-25,execute targeted headhunting campaigns,Hard,Apply,0.711,Medium High,LLM,0.86,0.9
in-4aab702ede0af613,2026-02-25,sell the company vision to passive candidates,Hard,Apply,0.588,Medium Low,LLM,0.77,0.9
in-4aab702ede0af613,2026-02-25,test a candidate's grasp of concepts,Hard,Evaluate,0.695,Medium,LLM,0.76,0.9
in-4aab702ede0af613,2026-02-25,thrive in ambiguity,Soft,N/A,0.604,Medium,LLM,0.77,0.9
in-4aab702ede0af613,2026-02-25,adapt quickly when priorities change,Soft,N/A,0.607,Medium,LLM,0.79,0.9
in-4aab702ede0af613,2026-02-25,use data to influence decisions,Hard,Apply,0.696,Medium,LLM,0.76,0.9
in-4aab702ede0af613,2026-02-25,track your own performance,Hard,Apply,0.615,Medium,LLM,0.77,0.9
in-4aab702ede0af613,2026-02-25,drive a rigorous interview process,Hard,Apply,0.59,Medium Low,LLM,0.78,0.9
in-4aab702ede0af613,2026-02-25,mentor other recruiters,Soft,N/A,0.61,Medium,LLM,0.81,0.9
in-4aab702ede0af613,2026-02-25,track conversion metrics,Hard,Apply,0.595,Medium Low,LLM,0.82,0.9
in-4aab702ede0af613,2026-02-25,optimise the funnel,Hard,Apply,0.589,Medium Low,LLM,0.77,0.9
in-4aab702ede0af613,2026-02-25,act as a strategic advisor,Soft,N/A,0.6,Medium Low,LLM,0.73,0.9
in-4aab702ede0af613,2026-02-25,conduct deep-dive competency interviews,Hard,Apply,0.601,Medium,LLM,0.87,0.9
in-4aab702ede0af613,2026-02-25,own the hiring strategy,Hard,Evaluate,0.613,Medium,LLM,0.75,0.9
in-4aab702ede0af613,2026-02-25,audit a candidate’s sales acumen,Hard,Analyze,0.697,Medium,LLM,0.77,0.9
in-4aab702ede0af613,2026-02-25,dig into deal mechanics,Hard,Apply,0.586,Medium Low,LLM,0.75,0.9
in-4aab702ede0af613,2026-02-25,assess candidates on specific deal mechanics,Hard,Evaluate,0.701,Medium High,LLM,0.8,0.9
in-4aab702ede0af613,2026-02-25,filter out sellers by digging into their process,Hard,Apply,0.587,Medium Low,LLM,0.75,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,champion information architecture best practices,Hard,Create,0.643,Medium,LLM,0.98,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,participate in audits,Hard,Analyze,0.618,Medium,LLM,0.79,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,maintain documentation,Hard,Analyze,0.716,Medium High,LLM,0.9,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,engage technical teams and business stakeholders,Soft,N/A,0.666,Medium,LLM,0.81,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,propose data architecture approaches,Hard,Create,0.644,Medium,LLM,1.0,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,partner with the Lead Information Architect,Soft,N/A,0.607,Medium,LLM,0.79,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,build and enhance a modern data catalog and lineage platform,Hard,Create,0.686,Medium,LLM,0.69,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,help define data product taxonomies and ownership,Hard,Remember,0.699,Medium,LLM,0.78,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,develop and maintain taxonomies,Hard,Create,0.703,Medium High,LLM,0.81,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,develop and maintain metadata schemas,Hard,Create,0.701,Medium High,LLM,0.8,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,develop and maintain data models,Hard,Create,0.697,Medium,LLM,0.77,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,engage with stakeholders,Soft,N/A,0.611,Medium,LLM,0.82,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,gather requirements,Hard,Apply,0.601,Medium,LLM,0.87,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,identify improvement opportunities,Hard,Create,0.632,Medium,LLM,0.9,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,design automated metadata ingestion processes,Hard,Create,0.708,Medium High,LLM,0.85,0.9
in-4bd1ca2b1bfdfa6d,2026-02-13,integrate the catalog with various data services,Hard,Create,0.699,Medium,LLM,0.78,0.9
