job_id,raw_text,final_skills,final_skills_count,final_knowledge,final_knowledge_count,final_hard_skills,final_soft_skills,final_bloom_distribution,coverage_percentage,skill_coverage_pct,knowledge_coverage_pct,missing_components_count,model_agreement_score,final_avg_confidence,avg_semantic_density,avg_context_agreement
in-3a25de1e948c9510,"Explore our mission, values, and the world we're building at mambu.com/careers.
We are committed to providing equal opportunities for applicants with disabilities; if you need assistance during the application process, please contact talent.acquisition@mambu.com.
You act as the primary technical leader for customers, guiding them through solution design, orchestrating complex ecosystems, and ensuring successful adoption of Mambu’s composable banking platform.As a Senior Integration Consultant, y","[""lead solution design"", ""orchestrate complex ecosystems"", ""ensure successful adoption of platforms"", ""lead design and delivery of integration architectures"", ""guide customers""]",5,"[""cloud-native architecture"", ""scalable integration architecture"", ""digital banking"", ""composable banking platform"", ""SaaS"", ""fintech""]",6,4,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 1}",0.0740729156293367,0.0139935110003824,0.0740729156293367,15,0.0,0.6852514801371429,0.8162857142857144,0.9
in-37ed4cd194d9bd61,"Working in close partnership with the Head of Delivery, Product Management, and senior stakeholders, you will ensure the planning function is a centre of excellence, one that combines clear role accountability, adaptive delivery models, and a relentless focus on value.
This role is accountable for developing and embedding the methods, frameworks, and governance needed to scale programmes up or down in response to strategic priorities and delivery capacity.
# Senior Portfolio & Planning Manager R","[""develop methods and frameworks"", ""embed governance"", ""scale programmes"", ""lead planning capability"", ""grow a team"", ""build a high-performing team"", ""deliver complex initiatives"", ""ensure planning function excellence"", ""work in partnership with stakeholders""]",9,"[""governance"", ""delivery models"", ""strategic priorities"", ""planning capability"", ""programme management""]",5,4,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 5}",0.1191837832848551,0.043566756109454,0.0918189243266457,12,0.0,0.6264971246400001,0.8042222222222222,0.8999999999999999
in-366ed5fb266e1ee3,"May telecommute.
Uphold high standards for code quality, documentation, and platform usability.
Support teammates through design reviews, code reviews, and technical mentorship.
Employer: Uber Technologies, Inc. Job Title: Software Engineer Job Location: San Francisco, California Job Type: Full Time Rate of Pay: $167,000 to $204,000 per year You will be eligible to participate in Uber's bonus program, and may be offered other types of comp.
Position Requires: Software backend development; Progra","[""develop high-performance data ingestion systems"", ""test high-performance data ingestion systems"", ""deploy high-performance data ingestion systems"", ""enhance platform performance"", ""enhance platform scalability"", ""implement robust observability"", ""implement robust monitoring"", ""implement robust alerting"", ""operate distributed systems"", ""build monitoring systems"", ""uphold standards for code quality"", ""support teammates through design reviews"", ""support teammates through code reviews"", ""provide technical mentorship"", ""work closely with stakeholders"", ""work closely with partner teams""]",16,"[""software backend development"", ""Java"", ""C++"", ""Python"", ""distributed systems"", ""Spark"", ""HDFS"", ""Yarn"", ""Apache Flink"", ""OCI"", ""AWS"", ""Azure"", ""Apache Iceberg"", ""Apache Hudi"", ""DeltaLake""]",15,10,6,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 1, ""Evaluate"": 2, ""Create"": 4, ""N/A"": 6}",0.2467850980155399,0.0592156117794125,0.2178343741517318,7,0.0,0.671214456,0.83240625,0.9
in-361c0675a3147072,"Job Details: Salary Range: £32,061 - £33,699 per annum Work Location: Hampshire and Isle of Wight Fire and Rescue Service HQ, Eastleigh Hours per week: 37 Contract Type: Permanent Closing Date: 6 April 2026 Join Our Team as Planning and Change Officer!
Are you ready to contribute to the Services Planning and Change Management processes ensuring critical business activities are achieved according to timelines and expectations.
Hampshire and Isle of Wight Fire and Rescue Service (HIWFRS) are looki","[""facilitate annual planning cycle"", ""work closely with stakeholders"", ""monitor progress of change activity"", ""monitor progress of impact assessments"", ""perform data analysis"", ""generate insights"", ""ensure critical business activities are achieved"", ""communicate effectively"", ""organize work"", ""proactively manage tasks"", ""apply methodical approach""]",11,"[""Planning and Change Management processes"", ""assurance"", ""corporate governance"", ""change management"", ""data analysis""]",5,6,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 2, ""Evaluate"": 1, ""Create"": 2, ""N/A"": 5}",0.0768513077183773,0.0172331420689662,0.0768513077183773,15,0.0,0.6436164014836364,0.8168181818181818,0.9
in-368b730dfbfb2c56,"About the job The ideal candidate is a Licensed/Registered Architect with strong technical expertise who can work independently and collaboratively with the Principal and other discipline coworkers at Gold Land Architects and Engineers.
Job Types: Full -time, Permanent Benefits: Casual dress Dental care Extended health care On -site parking Vision care Ability to commute/relocate: Toronto, ON M1V 1V2: reliably commute or plan to relocate before starting work (required) Experience: professional (","[""work independently"", ""collaborate with team"", ""design residential projects"", ""design mixed-use projects"", ""design commercial projects"", ""use Revit"", ""use AutoCAD"", ""use Bluebeam"", ""design mid-rise residential"", ""design high-rise residential""]",10,"[""Revit"", ""AutoCAD"", ""Bluebeam"", ""Architecture"", ""Residential"", ""Mixed-use"", ""Commercial"", ""Mid-rise"", ""High-rise"", ""OAA""]",10,8,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 5, ""N/A"": 2}",0.0855883374160834,0.0486317840742792,0.0846093686003434,15,0.0,0.6899483911679999,0.8109999999999999,0.9
in-4249d42ce8b49e38,"An extraordinarily talented group of individuals work together every day to drive TNS' success, from both professional and personal perspectives.
Come join the excellence!
Overview SUMMARY OF ROLE This role will involve participation at all stages of the project lifecycle, including contribution to pre‑sales and bids, requirements analysis, solution design and systems architecture, documentation, testing, implementation, and post‑implementation support.
TNS is an equal opportunity employer.
TNS ","[""participate in project lifecycle"", ""contribute to pre-sales and bids"", ""analyze requirements"", ""design solutions"", ""design systems architecture"", ""create documentation"", ""perform testing"", ""implement systems"", ""provide post-implementation support""]",9,[],0,9,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 1, ""Evaluate"": 2, ""Create"": 3, ""N/A"": 0}",0.2086774433260202,0.2086774433260202,0.0,7,0.0,0.6485296715200001,0.8589444444444445,0.8999999999999999
in-3a40f4b75ecb8f1e,"The salary range for this role is $205,000 - $212,500 USD annually. The total compensation package for this position is negotiable and may also include annual performance bonus, ESPP, enhanced time off packages and benefits.
Consensus is a trailblazer in our industry and believes that data transformation will reshape the world of healthcare.
Security clearance at the Public Trust level or higher preferred. Additional details… Location requirements: Fully remote within the U.S. (Los Angeles or La","[""champion a DevOps culture and practices"", ""provide expert full-stack support to software engineering teams"", ""integrate DevOps methodologies into development and deployment workflows"", ""develop internal tooling, modules, and libraries"", ""implement new projects"", ""maintain and enhance existing platforms"", ""focus on automation, resiliency, availability, scalability, and performance"", ""contribute to the development of RFCs, standards, and frameworks"", ""partner closely with Engineering and Information Security peers"", ""develop infrastructure solutions"", ""follow established best practices and design patterns"", ""drive the automation and optimization of operations"", ""support the tooling, pipelines, frameworks, and other technologies"", ""work collaboratively with a diverse team"", ""automate and streamline the entire software delivery lifecycle""]",15,"[""Java"", ""Python"", ""Node"", ""Infrastructure as Code (IaC)"", ""AWS Cloud infrastructure"", ""CI/CD platforms"", ""open-source technologies"", ""frameworks"", ""HL7/FHIR"", ""Natural Language Processing (NLP)"", ""Artificial Intelligence (AI)"", ""DevOps"", ""software engineering"", ""Information Security"", ""cloud fax"", ""interoperability solutions"", ""healthcare standards""]",17,11,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 7, ""N/A"": 4}",0.2949767536705553,0.1306267080987661,0.2669357977415386,6,0.0,0.6684057113417142,0.8181468253968256,0.9000000000000001
in-427c59728dce7b1c,"This is a high -impact, cross -functional role at the heart of Tandems’ transformation.
Senior Product ManagerLocation: Canada (Remote) Come thrive at Tandems! At Tandems, we’re reimagining the future of financial advice.
We empower financial advisors to deliver smarter, more human guidance by combining data, empathy, and artificial intelligence.
Partnering with leading financial institutions, we deploy intelligent software and AI to enhance advisor productivity and deepen client relationships -","[""lead product development"", ""embed AI capabilities"", ""shape user workflows"", ""work with cross-functional teams"", ""define product vision"", ""deliver AI-powered products"", ""blend machine learning with design"", ""drive innovation"", ""influence company strategy"", ""conceptualize AI integration"", ""integrate AI across ecosystems""]",11,"[""machine learning"", ""behavioral insights"", ""human-centered design"", ""financial advice"", ""financial institutions"", ""advisor tools"", ""client engagement"", ""portfolio management"", ""Product Management""]",9,8,3,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 4, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 3, ""N/A"": 3}",0.1872761941190375,0.0686668015562294,0.1662645371336686,10,0.0,0.6380311062109091,0.8140909090909091,0.9
in-443f3ba3c65aa81b,"The Canada base salary range for this full -time position is expected to be between $96,800 - $118,300 annually.
Preferred Qualifications Experience with Express.js or similar Node.js frameworks. Experience involving real -time networking and/or cloud -native development. Familiarity with cloud platforms (GCP) is a plus.
Technical Skills & Qualifications JavaScript Ecosystem: Strong fundamentals in JavaScript (ES6 +) , TypeScript , and Node.js . Backend Fundamentals: Basic proficiency in Golang ","[""build web applications"", ""deploy high-scale communication systems"", ""secure high-scale communication systems"", ""write clean concurrent code"", ""work across a diverse modern stack"", ""learn how to deploy and secure systems""]",6,"[""Express.js"", ""Node.js"", ""real-time networking"", ""cloud-native development"", ""GCP"", ""JavaScript"", ""ES6+"", ""TypeScript"", ""Golang"", ""structs"", ""interfaces"", ""React"", ""SQL"", ""PostgreSQL"", ""distributed caching"", ""Redis"", ""Linux"", ""Git"", ""containerization"", ""Kubernetes"", ""VoIP protocols"", ""SIP"", ""RTP"", ""API development"", ""backend services"", ""full-stack development"", ""web portal""]",27,2,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 4}",0.2530618249092288,0.0495151915863704,0.2498275468223973,9,0.0,0.6673934965028572,0.800357142857143,0.9
in-45b09437e6f9d734,"# Principal DevOps Engineer - Azure Location: London (Hybrid) | Practice Area: Technology & Engineering | Type: Permanent # Build the Future of Financial Services with Scalable, Secure DevOps Solutions # The Role As a Principal DevOps Engineer at Capco, you'll lead the design, implementation, and evolution of cloud -based platforms that transform the financial services industry.
You'll work across multi -disciplinary teams to build automation pipelines, embed modern DevOps practices, and guide e","[""lead design of cloud-based platforms"", ""lead implementation of cloud-based platforms"", ""lead evolution of cloud-based platforms"", ""work across multi-disciplinary teams"", ""build automation pipelines"", ""embed modern DevOps practices"", ""guide engineers"", ""deliver digital solutions"", ""thrive in an agile environment"", ""solve complex problems at scale""]",10,"[""Azure"", ""DevOps"", ""cloud-based platforms"", ""automation pipelines"", ""financial services industry""]",5,7,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 5, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 3}",0.1180595657467165,0.0774856814903362,0.1049927811873586,13,0.0,0.6417976900608,0.8082500000000001,0.9
in-476230db996030ac,"Locations Bristol, United Kingdom / Cardiff, United Kingdom / Glasgow, United Kingdom / Newcastle Upon Tyne, United Kingdom Country United Kingdom Contract type Permanent Work pattern Full Time Market Energy Discipline Energy, Civil Job ref 13628 Recruiter contact Abhijeet Barpanda Location/s: Glasgow/Brighton/Cardiff Recruiter contact: Abhijeet Barpanda Mott MacDonald is a global engineering, management, and development consultancy with over 20,000 employees across more than 50 countries and 14","[""design engineering"", ""experience structural engineering"", ""experience energy projects""]",3,"[""Civil Engineering"", ""Structural Engineering"", ""Professional Engineer License""]",3,3,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 0}",0.0949937225592162,0.0949937225592162,0.0,13,0.0,0.6192826838400003,0.8650000000000002,0.9
in-4680a02c6d0fe13f,"Competitive, business -focused technologists at heart, they are also dedicated team players that take pride in team and company wins.
The company is a pioneer of global distributed collaboration, with 1000 + colleagues in 70 + countries and very few roles based in offices.
Canonical provides a unique window into the world of 21st -century digital business. # Canonical is an equal opportunity employer We are proud to foster a workplace free from discrimination.
We often say that our field enginee","[""explain solutions and products"", ""collaborate in a distributed team"", ""adapt to pace of change"", ""learn customer language and industries"", ""apply expert insights to customer problems"", ""develop low-level Linux boot, BIOS, firmware and embedded software"", ""code proficiently"", ""script proficiently"", ""build things reliably, efficiently and cost-effectively"", ""enable enterprise adoption of technologies""]",10,"[""Linux"", ""BIOS"", ""firmware"", ""embedded software"", ""open source stack"", ""kernel"", ""desktop"", ""cloud"", ""embedded"", ""Ubuntu"", ""OpenStack"", ""Kubernetes"", ""AI/MLOps"", ""Automotive"", ""distributed collaboration"", ""digital business""]",16,6,4,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 3, ""Analyze"": 1, ""Evaluate"": 0, ""Create"": 2, ""N/A"": 4}",0.21569307066923,0.0616097270765167,0.1937924868182132,9,0.0,0.6625310040576,0.8060833333333333,0.9
in-431768e5d2264d2d,"Familiarity with React Native, related tools (Metro, Hermes), and bridging between JavaScript and native code.
Refactoring and upgrading the codebase to pay down tech debt, keep up with the state of the art in web development, and drive progress toward better maintainability.
What you have: 3 + years of working with JavaScript tools and the Node.js ecosystem.
Familiarity with and a desire to work across multiple programming languages (generally including JavaScript/TypeScript, Python, Rust, Kotl","[""refactor and upgrade codebase"", ""drive progress toward better maintainability"", ""work with JavaScript tools"", ""work across multiple programming languages"", ""orchestrate CI/CD"", ""develop and maintain CLI tools and packages"", ""write maintainable code"", ""deliberately document for the future"", ""understand tools involved in frontend development"", ""optimize performance of bundlers, linters, and formatters"", ""adopt and test new features early on"", ""continuously improve the developer experience"", ""maintain or write plugins for tools"", ""write new and unique tools"", ""become an expert in JavaScript tooling"", ""serve as a resource to help teams solve problems"", ""build and maintain tools, pipelines, and processes"", ""continuously improve build tooling, developer workflows, and infrastructure"", ""develop and operate foundational JavaScript build systems"", ""enable internal developers to ship features quickly and safely""]",20,"[""React Native"", ""Metro"", ""Hermes"", ""JavaScript"", ""native code"", ""Node.js"", ""TypeScript"", ""Python"", ""Rust"", ""Kotlin"", ""Swift"", ""CI/CD"", ""Cloudflare workers"", ""cloud storage providers"", ""application deployment processes"", ""CLI tools"", ""frontend development"", ""localization"", ""bundlers"", ""linters"", ""formatters"", ""editor plugins"", ""package managers"", ""automation"", ""web development"", ""desktop platforms"", ""mobile platforms""]",27,15,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 2, ""Create"": 11, ""N/A"": 5}",0.3036071194062087,0.1295977533191018,0.2819390397322805,6,0.0,0.6622785015222858,0.7850130952380951,0.8999999999999998
in-487df2b1087d73fa,"YOLO -seg, SAM) Ability to work independently and collaboratively in a multidisciplinary environment. Strong analytical, problem -solving, and communication skills. Prior experience in grant writing, project management, or mentoring students is advantageous.
The successful candidate will lead research that applies AI to tackle challenges in aquaculture and drug delivery, interface of materials science, biology, and computational modeling.
The School of Materials Science and Engineering (MSE) at ","[""work independently"", ""work collaboratively in a multidisciplinary environment"", ""apply AI to tackle challenges"", ""lead research"", ""write grants"", ""manage projects"", ""mentor students""]",7,"[""YOLO"", ""SAM"", ""Artificial Intelligence"", ""Aquaculture"", ""Drug Delivery"", ""Materials Science"", ""Biology"", ""Computational Modeling""]",8,2,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 5}",0.1365214893692418,0.0449459870391659,0.1365214893692418,13,0.0,0.6466009935085716,0.802857142857143,0.9000000000000001
in-4aae1652e7ec2129,"You will build and scale service operations and foster a culture of accountability, continuous improvement, and customer success.
If you're ready to see your impact and unlock incredible career growth opportunities, join us, and build real world value. THE WORK: The PMO Director is responsible for the direction, governance, and management of all customer -facing projects worldwide.","[""build service operations"", ""scale service operations"", ""foster a culture of accountability"", ""foster a culture of continuous improvement"", ""foster a culture of customer success"", ""direct projects"", ""govern projects"", ""manage projects""]",8,"[""PMO"", ""customer-facing projects"", ""project governance""]",3,5,3,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 4, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 1, ""N/A"": 3}",0.0547513232882296,0.0547513232882296,0.0228906342857762,16,0.0,0.6191701034400001,0.7987500000000001,0.9
in-4b8bdcf374513e65,"This role focuses on developing, maintaining, and troubleshooting interfaces between clinical and enterprise systems.
Epic Interface Engine Analyst Remote $82/HR (W2 Contract) Epic Interface Engine Analyst Overview We are seeking an Epic Interface Engine Analyst to support healthcare system integrations and data conversions using the Epic HealthConnect and Rhapsody integration engines.","[""develop interfaces between clinical and enterprise systems"", ""maintain interfaces between clinical and enterprise systems"", ""troubleshoot interfaces between clinical and enterprise systems"", ""support healthcare system integrations"", ""support data conversions""]",5,"[""Epic Interface Engine"", ""Epic HealthConnect"", ""Rhapsody"", ""healthcare system integrations"", ""data conversions"", ""integration engines""]",6,5,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 1, ""Evaluate"": 2, ""Create"": 1, ""N/A"": 0}",0.0570507250334087,0.0,0.0570507250334087,16,0.0,0.677293813234286,0.8353571428571429,0.9
in-4bfdb6f4c263beeb,"Entuitive is looking for an Intermediate Structural Engineer, based in our Edmonton office.",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-4607712162e9e8e3,"Knowledge of Page Object Model (POM) and TestNG/JUnit frameworks.
Implement REFramework to ensure scalable and robust bot performance.
Database Skills: Proficiency in SQL for data extraction, validation, and backend automation.
CI/CD Integration: Experience with version control tools (Git/Bitbucket) and integrating automation suites into Jenkins or Azure DevOps. Preferred Qualifications UiPath Advanced Developer Certification (UiARD).
Selenium Proficiency: Solid experience in Selenium WebDriver ",[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-4cf5479496e4301e,"You will build dashboards and experiment analyses, track model and feature performance, and partner with engineers and data scientists to turn analysis into measurable business impact.
Overview: Role SummaryAs a Junior Analyst, you’ll measure, translate and prioritise data -driven insights to inform product and campaign decisions.","[""build dashboards"", ""conduct experiment analyses"", ""track model performance"", ""track feature performance"", ""partner with engineers"", ""partner with data scientists"", ""turn analysis into business impact"", ""measure data-driven insights"", ""translate data-driven insights"", ""prioritize data-driven insights"", ""inform product decisions"", ""inform campaign decisions""]",12,[],0,8,4,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 3, ""Analyze"": 0, ""Evaluate"": 2, ""Create"": 2, ""N/A"": 4}",0.0231433517599358,0.0231433517599358,0.0,17,0.0,0.64906769304,0.8302083333333333,0.9
in-4aab702ede0af613,"Stakeholder Partnership Partner with Sales Leadership to define ""What Good Looks Like"" for each specific region and vertical. Provide real -time market data to hiring managers regarding salary bands, talent density, and competitor compensation. Challenge hiring managers when necessary - you are the expert on talent. 4 .
Strategic Sourcing & Headhunting Build and nurture a pipeline of top 1% sales talent (President’s Club winners, top 5% attainment). Map out competitor sales organisations and exe","[""partner with sales leadership"", ""provide real-time market data"", ""challenge hiring managers"", ""build and nurture a pipeline of talent"", ""map out competitor sales organisations"", ""execute targeted headhunting campaigns"", ""sell the company vision to passive candidates"", ""test a candidate's grasp of concepts"", ""thrive in ambiguity"", ""adapt quickly when priorities change"", ""use data to influence decisions"", ""track your own performance"", ""drive a rigorous interview process"", ""mentor other recruiters"", ""track conversion metrics"", ""optimise the funnel"", ""act as a strategic advisor"", ""conduct deep-dive competency interviews"", ""own the hiring strategy"", ""audit a candidate\u2019s sales acumen"", ""dig into deal mechanics"", ""assess candidates on specific deal mechanics"", ""filter out sellers by digging into their process""]",23,"[""MEDDIC"", ""MEDDPICC"", ""B2B SaaS"", ""Enterprise Software Sales"", ""sales terminology"", ""objection handling"", ""closing strategies"", ""Passthrough Rates"", ""Offer Acceptance Rates"", ""API"", ""Kong Konnect""]",11,17,6,"{""Remember"": 1, ""Understand"": 1, ""Apply"": 10, ""Analyze"": 1, ""Evaluate"": 3, ""Create"": 1, ""N/A"": 6}",0.1218004122470011,0.0495462187904516,0.0722541934565494,13,0.0,0.6311017115007206,0.7843928571428572,0.8999999999999997
in-4bd1ca2b1bfdfa6d,"Additionally, you will champion information architecture best practices, participate in audits, and maintain documentation to ensure consistency in information management processes. Job responsibilities Engages technical teams and business stakeholders to discuss and propose data architecture approaches to meet current and future needs Partner with the Lead Information Architect to build and enhance a modern data catalog and lineage platform for Corporate Technology, helping define data product ","[""champion information architecture best practices"", ""participate in audits"", ""maintain documentation"", ""engage technical teams and business stakeholders"", ""propose data architecture approaches"", ""partner with the Lead Information Architect"", ""build and enhance a modern data catalog and lineage platform"", ""help define data product taxonomies and ownership"", ""develop and maintain taxonomies"", ""develop and maintain metadata schemas"", ""develop and maintain data models"", ""engage with stakeholders"", ""gather requirements"", ""identify improvement opportunities"", ""design automated metadata ingestion processes"", ""integrate the catalog with various data services"", ""deliver self-service registration and governance"", ""develop high-quality data architecture solutions"", ""implement critical data architecture solutions"", ""build solutions for Data Catalog & Lineage"", ""build solutions for Entitlements"", ""build solutions for Data Retention and Destruction"", ""build solutions for Business Data Quality (BDQ)"", ""build solutions for Technical Data Quality (TDQ)"", ""take ownership of specific workstreams"", ""promote initiatives such as BCBS 239\u2013aligned traceability"", ""support aggregation accuracy"", ""support regulatory attestations""]",28,"[""information architecture"", ""data architecture"", ""data catalog"", ""lineage platform"", ""taxonomies"", ""metadata schemas"", ""data models"", ""automated metadata ingestion"", ""cloud-based technologies"", ""CT Data Strategy"", ""BCBS 239"", ""Corporate Technology""]",12,24,4,"{""Remember"": 1, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 3, ""Evaluate"": 2, ""Create"": 16, ""N/A"": 4}",0.1913621346275093,0.0843691901190291,0.170219033642819,10,0.0,0.669677946964898,0.8376581632653062,0.8999999999999998
in-4e3bc9e1167b473b,"The reference Total Target Compensation (TTC) market range for this position, inclusive of annual base salary and the variable compensation target, is between Total Target Cash (TTC) 97,480 .23 - 183,600 .59 USD Annual This reflects how companies in a similar industry and geographic region generally pay for similar jobs.
Since the team is distributed between EMEA and US most of the meetings will occur during the morning. Travel: Might need to travel up to 5 times a year for team meetings or conf","[""redesign automation platforms"", ""rebuild automation platforms"", ""improve network programmability"", ""develop tools"", ""develop scalable distributed systems"", ""make automated network changes"", ""apply customer configurations"", ""collaborate with distributed team"", ""travel for team meetings""]",9,"[""Network Security""]",1,7,2,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 2, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 5, ""N/A"": 2}",0.1464585031649171,0.1281432554689521,0.0482509638133802,11,0.0,0.6462983750068998,0.8336111111111113,0.8999999999999999
in-52e6f29b864a68b0,Retail Consultant - St Leonards About Bathroom Life We create dream bathrooms.,[],0,[],0,0,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 0}",0.0,0.0,0.0,19,0.0,0.0,0.0,0.0
in-4fac46ba90c4b16c,"You will play a central role in developing and implementing advanced mathematical models that power the ToffeeX engineering design platform.
We are seeking outstanding candidates with a strong track record of high performance in academic or industrial settings.
Due to our recent growth, we have moved into a new office based in Central London where the team have a great space for collaboration.
ToffeeX has recently been named in the Startups.co.uk (https: www.linkedin.com/company/14033268/admin/p","[""develop mathematical models"", ""implement mathematical models"", ""deploy advanced algorithms"", ""integrate mathematical research"", ""create mechanical components"", ""collaborate with team""]",6,"[""mathematical models"", ""ToffeeX engineering design platform"", ""cloud platform"", ""microservice architecture"", ""optimization"", ""computational geometry"", ""machine learning"", ""engineering design technology"", ""artificial intelligence"", ""numerical simulation"", ""mathematical optimization""]",11,5,1,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 4, ""N/A"": 1}",0.2185527524611465,0.0506499881603453,0.2047312824349654,9,0.0,0.68858836992,0.8500000000000001,0.9
in-4ede713a5581ba77,"Dental: with in -network and out -of -network benefit.
AD &D and supplemental insurance options to help ensure additional protection for you. + Happiness: Paid time off with flexibility to meet your life needs, including 5 weeks of vacation time, 7 health and wellness days, 3 floating holidays, as well as 6 company -paid holidays per year.
Vision: with in -network and out -of -network benefit. + Wealth: 401(k) with Roth option and matching contribution.
Actual salary offers will be determined by","[""develop production-quality code"", ""optimize technical solutions"", ""understand retail operations"", ""create personalized experiences""]",4,"[""retail data science"", ""optimization"", ""consumer packaged goods"", ""retail operations""]",4,4,0,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 2, ""N/A"": 0}",0.0923253023780613,0.0448973024758302,0.0781961673184445,14,0.0,0.68485554432,0.8750000000000001,0.9
in-4e8588b946d21212,"You’ll design dashboards, reports, visualizations, and export flows that help strategic users answer real questions: What is working, what is not, and what should we do next?
YOUR MISSION As a Senior Product Designer focused on Customer Insights, you’ll design experiences that help admins, buyers, and managers understand the value of collaboration in Mural.
You’ll translate complex behavioral data into clear, trustworthy, and motivating stories that show return on investment, collaboration healt","[""design dashboards"", ""design reports"", ""design visualizations"", ""design export flows"", ""design experiences"", ""translate complex behavioral data into clear stories"", ""balance business goals with user trust"", ""work in ambiguity"", ""collaborate deeply with data partners"", ""design tools that support decision-making"", ""create fun, share-worthy moments of reflection"", ""turn data into insight"", ""leverage data to showcase transformational value""]",13,"[""ROI reporting"", ""B2B products"", ""collaboration analytics"", ""productivity metrics"", ""organizational health indicators"", ""AI-assisted insights"", ""consumer-driven insights"", ""customer success"", ""enablement"", ""admin-focused tooling"", ""Mural""]",11,10,3,"{""Remember"": 0, ""Understand"": 1, ""Apply"": 1, ""Analyze"": 0, ""Evaluate"": 1, ""Create"": 7, ""N/A"": 3}",0.2249890486684529,0.0947610418287007,0.1302280068397522,7,0.0,0.6566075157425936,0.8042032967032966,0.9000000000000001
in-53f9dbfe59309995,"If you like working in a close -knit family atmosphere Olympic Homes is the place for you.
Olympic Homes is looking for a Drafting Technician for a 1 -year term who will report to the Operations Manager of the division.
We work as a team to go above and beyond to help our customers build the home of their dreams.","[""work in a close-knit family atmosphere"", ""report to the Operations Manager"", ""work as a team"", ""go above and beyond to help customers"", ""help customers build homes""]",5,[],0,0,5,"{""Remember"": 0, ""Understand"": 0, ""Apply"": 0, ""Analyze"": 0, ""Evaluate"": 0, ""Create"": 0, ""N/A"": 5}",0.0,0.0,0.0,19,0.0,0.6284093348571429,0.7441714285714285,0.9
