job_id,job_date,sentence_id,sentence_raw,sentence_clean,sentence_en
in-50376eff0b75ac68,2026-02-25,in-50376eff0b75ac68_0006,"As a Trade Sales and Service Apprentice you will be supported throughout by your Depot Manager, a dedicated mentor, and our in\\-house Learning and Development team \\- ensuring you grow in confidence and capability every step of the way. **What You’ll Gain** This apprenticeship is designed to give you the skills, experience, and confidence to succeed.","As a Trade Sales and Service Apprentice you will be supported throughout by your Depot Manager, a dedicated mentor, and our in -house Learning and Development team - ensuring you grow in confidence and capability every step of the way. What You’ll Gain This apprenticeship is designed to give you the skills, experience, and confidence to succeed.","As a Trade Sales and Service Apprentice you will be supported throughout by your Depot Manager, a dedicated mentor, and our in -house Learning and Development team - ensuring you grow in confidence and capability every step of the way. What You’ll Gain This apprenticeship is designed to give you the skills, experience, and confidence to succeed."
in-50376eff0b75ac68,2026-02-25,in-50376eff0b75ac68_0007,"Many of our past apprentices have progressed into roles such as: * **Trade Counter Salesperson** * **Business Developer** * **Kitchen Sales Designer** * **Depot Management Roles** **What We’re Looking For** We’re seeking people who are excited to learn, eager to get involved, and ready to start their career.","Many of our past apprentices have progressed into roles such as: Trade Counter Salesperson Business Developer Kitchen Sales Designer Depot Management Roles What We’re Looking For We’re seeking people who are excited to learn, eager to get involved, and ready to start their career.","Many of our past apprentices have progressed into roles such as: Trade Counter Salesperson Business Developer Kitchen Sales Designer Depot Management Roles What We’re Looking For We’re seeking people who are excited to learn, eager to get involved, and ready to start their career."
in-50376eff0b75ac68,2026-02-25,in-50376eff0b75ac68_0008,"As a Howdens apprentice, you’ll receive: * £15,704 annual salary * Paid holiday entitlement * A matched contribution pension scheme * Team incentives and social events * Generous staff discount on Howdens products **About Howdens** Howdens Joinery is the UK’s number one trade kitchen supplier, trusted by over 460,000 trade professionals.","As a Howdens apprentice, you’ll receive: £15,704 annual salary Paid holiday entitlement A matched contribution pension scheme Team incentives and social events Generous staff discount on Howdens products About Howdens Howdens Joinery is the UK’s number one trade kitchen supplier, trusted by over 460,000 trade professionals.","As a Howdens apprentice, you’ll receive: £15,704 annual salary Paid holiday entitlement A matched contribution pension scheme Team incentives and social events Generous staff discount on Howdens products About Howdens Howdens Joinery is the UK’s number one trade kitchen supplier, trusted by over 460,000 trade professionals."
in-50376eff0b75ac68,2026-02-25,in-50376eff0b75ac68_0009,"With more than 900 depots and a growing presence across Europe, we’re a business built on entrepreneurial spirit and strong local relationships.","With more than 900 depots and a growing presence across Europe, we’re a business built on entrepreneurial spirit and strong local relationships.","With more than 900 depots and a growing presence across Europe, we’re a business built on entrepreneurial spirit and strong local relationships."
in-50376eff0b75ac68,2026-02-25,in-50376eff0b75ac68_0010,"At Howdens, we’re committed to being worthwhile for *all* concerned.","At Howdens, we’re committed to being worthwhile for all concerned.","At Howdens, we’re committed to being worthwhile for all concerned."
in-50376eff0b75ac68,2026-02-25,in-50376eff0b75ac68_0011,We aim to create an inclusive and supportive workplace where everyone can thrive.,We aim to create an inclusive and supportive workplace where everyone can thrive.,We aim to create an inclusive and supportive workplace where everyone can thrive.
in-50376eff0b75ac68,2026-02-25,in-50376eff0b75ac68_0012,"If you need any adjustments to our recruitment process, just email **apprenticeships@howdens.com** with the job title and location, and we’ll be happy to help.","If you need any adjustments to our recruitment process, just email apprenticeships@howdens.com with the job title and location, and we’ll be happy to help.","If you need any adjustments to our recruitment process, just email apprenticeships@howdens.com with the job title and location, and we’ll be happy to help."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0001,"**End Date** Friday 20 March 2026 **Salary Range** £124,653 \\- £146,650 **We support flexible working – click here for more information on flexible working options** **Flexible Working Options** Job Share **Job Description Summary** . **Job Description** **Job Title:** Chief Engineer **Location:** Manchester **Salary:** £126,523 \\- £148,850 **Hours:** Full time **Working Pattern** : Hybrid, 40% (or two days) in office a week. **About us** We’re on an exciting journey to transform our Group and the way we’re shaping finance for good.","End Date Friday 20 March 2026 Salary Range £124,653 - £146,650 We support flexible working – click here for more information on flexible working options Flexible Working Options Job Share Job Description Summary . Job Description Job Title: Chief Engineer Location: Manchester Salary: £126,523 - £148,850 Hours: Full time Working Pattern : Hybrid, 40% (or two days) in office a week. About us We’re on an exciting journey to transform our Group and the way we’re shaping finance for good.","End Date Friday 20 March 2026 Salary Range £124,653 - £146,650 We support flexible working – click here for more information on flexible working options Flexible Working Options Job Share Job Description Summary . Job Description Job Title: Chief Engineer Location: Manchester Salary: £126,523 - £148,850 Hours: Full time Working Pattern : Hybrid, 40% (or two days) in office a week. About us We’re on an exciting journey to transform our Group and the way we’re shaping finance for good."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0002,"We’re focusing on the future, investing in our technologies, workplaces, and colleagues to make our Group a great place for everyone.","We’re focusing on the future, investing in our technologies, workplaces, and colleagues to make our Group a great place for everyone.","We’re focusing on the future, investing in our technologies, workplaces, and colleagues to make our Group a great place for everyone."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0003,"Including you! **About this opportunity** - As the Group continues its ongoing strategic transformation, LBG has created a new function to identify, develop, and deliver new opportunities in Horizons 2 and 3\\.","Including you! About this opportunity - As the Group continues its ongoing strategic transformation, LBG has created a new function to identify, develop, and deliver new opportunities in Horizons 2 and 3 .","Including you! About this opportunity - As the Group continues its ongoing strategic transformation, LBG has created a new function to identify, develop, and deliver new opportunities in Horizons 2 and 3 ."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0004,"This new function works across siloes and domains, accelerating the delivery of innovations that will shape our future.","This new function works across siloes and domains, accelerating the delivery of innovations that will shape our future.","This new function works across siloes and domains, accelerating the delivery of innovations that will shape our future."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0005,"As part of that team, we are looking for a visionary and hands‑on technology leader to be our **Chief Engineer for Group Innovation** .","As part of that team, we are looking for a visionary and hands‑on technology leader to be our Chief Engineer for Group Innovation .","As part of that team, we are looking for a visionary and hands‑on technology leader to be our Chief Engineer for Group Innovation ."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0006,"The role is accountable for identifying, exploring, and defining how emerging technologies can be applied to transform how the Group operates, unlock new opportunities, and deliver exceptional customer and colleague experiences.","The role is accountable for identifying, exploring, and defining how emerging technologies can be applied to transform how the Group operates, unlock new opportunities, and deliver exceptional customer and colleague experiences.","The role is accountable for identifying, exploring, and defining how emerging technologies can be applied to transform how the Group operates, unlock new opportunities, and deliver exceptional customer and colleague experiences."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0007,"This is a rare opportunity to shape a new team and influence how technology is used across the Group’s biggest innovation bets, combining experimentation and invention with the scale, reach, and purpose of the UK’s largest retail bank.","This is a rare opportunity to shape a new team and influence how technology is used across the Group’s biggest innovation bets, combining experimentation and invention with the scale, reach, and purpose of the UK’s largest retail bank.","This is a rare opportunity to shape a new team and influence how technology is used across the Group’s biggest innovation bets, combining experimentation and invention with the scale, reach, and purpose of the UK’s largest retail bank."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0008,"You’ll play a pivotal role in shaping where the Group places its most important innovation investments, informing priorities and helping define the engineering vision for innovation.","You’ll play a pivotal role in shaping where the Group places its most important innovation investments, informing priorities and helping define the engineering vision for innovation.","You’ll play a pivotal role in shaping where the Group places its most important innovation investments, informing priorities and helping define the engineering vision for innovation."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0009,"You’ll bring curiosity, ambition, and strong technical judgement to ensure ideas are developed into practical, scalable outcomes.","You’ll bring curiosity, ambition, and strong technical judgement to ensure ideas are developed into practical, scalable outcomes.","You’ll bring curiosity, ambition, and strong technical judgement to ensure ideas are developed into practical, scalable outcomes."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0010,"Alongside this strategic influence, you’ll lead engineering teams to rapidly prototype and validate innovative solutions, taking ideas from early‑stage experimentation through to evidence\\-backed designs that are ready to scale into production.","Alongside this strategic influence, you’ll lead engineering teams to rapidly prototype and validate innovative solutions, taking ideas from early‑stage experimentation through to evidence -backed designs that are ready to scale into production.","Alongside this strategic influence, you’ll lead engineering teams to rapidly prototype and validate innovative solutions, taking ideas from early‑stage experimentation through to evidence -backed designs that are ready to scale into production."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0011,"This role requires strong architectural judgement and the ability to create solutions that deliver value, reduce complexity, and improve how the organisation operates.","This role requires strong architectural judgement and the ability to create solutions that deliver value, reduce complexity, and improve how the organisation operates.","This role requires strong architectural judgement and the ability to create solutions that deliver value, reduce complexity, and improve how the organisation operates."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0012,This is a senior leadership role for someone with a deep passion for engineering and emerging technology.,This is a senior leadership role for someone with a deep passion for engineering and emerging technology.,This is a senior leadership role for someone with a deep passion for engineering and emerging technology.
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0013,"We want our people to feel that they belong and can be their best, regardless of background, identity or culture.","We want our people to feel that they belong and can be their best, regardless of background, identity or culture.","We want our people to feel that they belong and can be their best, regardless of background, identity or culture."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0014,"We were one of the first major organisations to set goals on diversity in senior roles, create a menopause health package, and a dedicated Working with Cancer initiative.","We were one of the first major organisations to set goals on diversity in senior roles, create a menopause health package, and a dedicated Working with Cancer initiative.","We were one of the first major organisations to set goals on diversity in senior roles, create a menopause health package, and a dedicated Working with Cancer initiative."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0015,And it’s why we especially welcome applications from under\\-represented groups.,And it’s why we especially welcome applications from under -represented groups.,And it’s why we especially welcome applications from under -represented groups.
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0016,We’re disability confident.,We’re disability confident.,We’re disability confident.
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0017,"So, if you’d like reasonable adjustments to be made to our recruitment processes, just let us know. **We also offer a wide\\-ranging benefits package, which includes:** * A generous pension contribution of up to 15%. * An annual bonus award, subject to Group performance. * Share schemes including free shares. * Benefits you can adapt to your lifestyle, such as discounted shopping. * 30 days’ holiday, with bank holidays on top. * A range of wellbeing initiatives and generous parental leave policies.","So, if you’d like reasonable adjustments to be made to our recruitment processes, just let us know. We also offer a wide -ranging benefits package, which includes: A generous pension contribution of up to 15%. An annual bonus award, subject to Group performance. Share schemes including free shares. Benefits you can adapt to your lifestyle, such as discounted shopping. 30 days’ holiday, with bank holidays on top. A range of wellbeing initiatives and generous parental leave policies.","So, if you’d like reasonable adjustments to be made to our recruitment processes, just let us know. We also offer a wide -ranging benefits package, which includes: A generous pension contribution of up to 15%. An annual bonus award, subject to Group performance. Share schemes including free shares. Benefits you can adapt to your lifestyle, such as discounted shopping. 30 days’ holiday, with bank holidays on top. A range of wellbeing initiatives and generous parental leave policies."
in-ae3d60f2c70e20be,2026-03-04,in-ae3d60f2c70e20be_0018,"Ready for a career where you can have a positive impact as you learn, grow and thrive? **Apply today and find out more** . **At Lloyds Banking Group, we're driven by a clear purpose; to help Britain prosper.","Ready for a career where you can have a positive impact as you learn, grow and thrive? Apply today and find out more . At Lloyds Banking Group, we're driven by a clear purpose; to help Britain prosper.","Ready for a career where you can have a positive impact as you learn, grow and thrive? Apply today and find out more . At Lloyds Banking Group, we're driven by a clear purpose; to help Britain prosper."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0001,"**Skydance Games**, a division of **Paramount, a Skydance Corporation,** is creating the future of interactive entertainment across platforms and genres.","Skydance Games, a division of Paramount, a Skydance Corporation, is creating the future of interactive entertainment across platforms and genres.","Skydance Games, a division of Paramount, a Skydance Corporation, is creating the future of interactive entertainment across platforms and genres."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0002,"Our teams are expanding beloved franchises with Marvel 1943: Rise of Hydra, pushing the limits of immersion, and shaping how we’ll deliver best\\-in\\-class games for years to come.","Our teams are expanding beloved franchises with Marvel 1943: Rise of Hydra, pushing the limits of immersion, and shaping how we’ll deliver best -in -class games for years to come.","Our teams are expanding beloved franchises with Marvel 1943: Rise of Hydra, pushing the limits of immersion, and shaping how we’ll deliver best -in -class games for years to come."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0003,"We build our games through creativity, collaboration, and trust, empowering teams to take ownership, openly share ideas, and push the boundaries of what’s possible.","We build our games through creativity, collaboration, and trust, empowering teams to take ownership, openly share ideas, and push the boundaries of what’s possible.","We build our games through creativity, collaboration, and trust, empowering teams to take ownership, openly share ideas, and push the boundaries of what’s possible."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0004,"Every project is built with these core values, turning bold visions into experiences that resonate with fans around the world.","Every project is built with these core values, turning bold visions into experiences that resonate with fans around the world.","Every project is built with these core values, turning bold visions into experiences that resonate with fans around the world."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0005,Do you want to craft games that challenge expectations and inspire players?,Do you want to craft games that challenge expectations and inspire players?,Do you want to craft games that challenge expectations and inspire players?
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0006,Come build something extraordinary with us.,Come build something extraordinary with us.,Come build something extraordinary with us.
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0007,"For information on Skydance’s privacy practices, see the Skydance U.S.","For information on Skydance’s privacy practices, see the Skydance U.S.","For information on Skydance’s privacy practices, see the Skydance U.S."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0008,Personnel Privacy Notice located at https://skydance.com/privacy\\-personnel/. \\- We are searching for a Gameplay Animator to join our core team developing a high\\-quality AAA single\\-player story\\-driven action\\-adventure game built using the Unreal Engine.,Personnel Privacy Notice located at https: skydance.com/privacy -personnel/. - We are searching for a Gameplay Animator to join our core team developing a high -quality AAA single -player story -driven action -adventure game built using the Unreal Engine.,Personnel Privacy Notice located at https: skydance.com/privacy -personnel/. - We are searching for a Gameplay Animator to join our core team developing a high -quality AAA single -player story -driven action -adventure game built using the Unreal Engine.
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0009,"Our animation team is small, and we want to expand it with someone capable of bringing a strong skillset in gameplay animation.","Our animation team is small, and we want to expand it with someone capable of bringing a strong skillset in gameplay animation.","Our animation team is small, and we want to expand it with someone capable of bringing a strong skillset in gameplay animation."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0010,"We only hire talented, collaborative people with strong communication skills who are laser focused on achieving excellent results. # **In This Role, You Will:** * Provide daily hands\\-on editing and tuning of motion capture\\-based animation content. * Rapid prototyping including hand\\-keyed placeholder content. * Enhancing motion capture content to plus up and bring the “super” to the final content. * Collaborate with Engineering, Design, and Animation to devise, implement and debug animation systems and gameplay mechanics. * Collaborate with Design and Sr.","We only hire talented, collaborative people with strong communication skills who are laser focused on achieving excellent results. # In This Role, You Will: Provide daily hands -on editing and tuning of motion capture -based animation content. Rapid prototyping including hand -keyed placeholder content. Enhancing motion capture content to plus up and bring the “super” to the final content. Collaborate with Engineering, Design, and Animation to devise, implement and debug animation systems and gameplay mechanics. Collaborate with Design and Sr.","We only hire talented, collaborative people with strong communication skills who are laser focused on achieving excellent results. # In This Role, You Will: Provide daily hands -on editing and tuning of motion capture -based animation content. Rapid prototyping including hand -keyed placeholder content. Enhancing motion capture content to plus up and bring the “super” to the final content. Collaborate with Engineering, Design, and Animation to devise, implement and debug animation systems and gameplay mechanics. Collaborate with Design and Sr."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0011,"The annual salary range for this position in Los Angeles is $85,000 – $100,000\\.","The annual salary range for this position in Los Angeles is $85,000 – $100,000 .","The annual salary range for this position in Los Angeles is $85,000 – $100,000 ."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0012,"The salary offered may vary based on the candidate’s location, qualifications, experience and relevant expertise, among other factors.","The salary offered may vary based on the candidate’s location, qualifications, experience and relevant expertise, among other factors.","The salary offered may vary based on the candidate’s location, qualifications, experience and relevant expertise, among other factors."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0013,"The range indicated is for base salary only and does not reflect the total compensation package, including bonus, benefits, etc.","The range indicated is for base salary only and does not reflect the total compensation package, including bonus, benefits, etc.","The range indicated is for base salary only and does not reflect the total compensation package, including bonus, benefits, etc."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0014,"We realize that skills and expertise can come from many different experiences and paths, and we encourage you to apply even if you don’t meet all of the requirements as written in the job description. \\#Games \\#LI\\-hybrid Paramount, a Skydance Corporation is a diversified media company creating high quality, event\\-level entertainment for global audiences.","We realize that skills and expertise can come from many different experiences and paths, and we encourage you to apply even if you don’t meet all of the requirements as written in the job description. #Games #LI -hybrid Paramount, a Skydance Corporation is a diversified media company creating high quality, event -level entertainment for global audiences.","We realize that skills and expertise can come from many different experiences and paths, and we encourage you to apply even if you don’t meet all of the requirements as written in the job description. #Games #LI -hybrid Paramount, a Skydance Corporation is a diversified media company creating high quality, event -level entertainment for global audiences."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0015,"The Company brings to life stories of immersive worlds across its feature film, television, interactive/games, and animation divisions.","The Company brings to life stories of immersive worlds across its feature film, television, interactive/games, and animation divisions.","The Company brings to life stories of immersive worlds across its feature film, television, interactive/games, and animation divisions."
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0016,Recruitment Fraud Alert It has come to our attention that there may be fraudulent activity by individuals impersonating our Talent Acquisition team.,Recruitment Fraud Alert It has come to our attention that there may be fraudulent activity by individuals impersonating our Talent Acquisition team.,Recruitment Fraud Alert It has come to our attention that there may be fraudulent activity by individuals impersonating our Talent Acquisition team.
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0017,Skydance will only contact you from an official “@skydance.com” email address.,Skydance will only contact you from an official “@skydance.com” email address.,Skydance will only contact you from an official “@skydance.com” email address.
in-d0c607a3fd41798d,2026-02-19,in-d0c607a3fd41798d_0018,"If you suspect that you are being contacted by an unauthorized person or believe that the correspondence you have received is suspicious, please do not click on any links or attachments in such emails and submit any questions or concerns to our information security team at https://skydance.com/report\\-suspected\\-fraud/.","If you suspect that you are being contacted by an unauthorized person or believe that the correspondence you have received is suspicious, please do not click on any links or attachments in such emails and submit any questions or concerns to our information security team at https: skydance.com/report -suspected -fraud/.","If you suspect that you are being contacted by an unauthorized person or believe that the correspondence you have received is suspicious, please do not click on any links or attachments in such emails and submit any questions or concerns to our information security team at https: skydance.com/report -suspected -fraud/."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0009,"Join us. **Job Description** **AECOM's** Design \\+ Environmental Planning team is seeking a **Mid\\-level Landscape Designer** with interest in restoration ecology, landscape architecture and environmental design.","Join us. Job Description AECOM's Design + Environmental Planning team is seeking a Mid -level Landscape Designer with interest in restoration ecology, landscape architecture and environmental design.","Join us. Job Description AECOM's Design + Environmental Planning team is seeking a Mid -level Landscape Designer with interest in restoration ecology, landscape architecture and environmental design."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0010,"This hybrid position can be based in our Sacramento or Oakland, CA offices.","This hybrid position can be based in our Sacramento or Oakland, CA offices.","This hybrid position can be based in our Sacramento or Oakland, CA offices."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0011,"AECOM is an industry\\-leading, world class environmental firm, and we want you to succeed within it.","AECOM is an industry -leading, world class environmental firm, and we want you to succeed within it.","AECOM is an industry -leading, world class environmental firm, and we want you to succeed within it."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0012,We respect and encourage your own pathway to excellence via our Freedom to Grow initiative.,We respect and encourage your own pathway to excellence via our Freedom to Grow initiative.,We respect and encourage your own pathway to excellence via our Freedom to Grow initiative.
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0013,"AECOM is known for our award\\-winning technical excellence, leading\\-edge science and innovative project delivery.","AECOM is known for our award -winning technical excellence, leading -edge science and innovative project delivery.","AECOM is known for our award -winning technical excellence, leading -edge science and innovative project delivery."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0014,We provide sustainable solutions for some of the world’s most challenging issues.,We provide sustainable solutions for some of the world’s most challenging issues.,We provide sustainable solutions for some of the world’s most challenging issues.
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0015,"Depending on your employment status, AECOM benefits may include medical, dental, vision, life, AD\\&D, disability benefits, paid time off, leaves of absences, voluntary benefits, perks, flexible work options, well\\-being resources, employee assistance program, business travel insurance, service recognition awards, retirement savings plan, and employee stock purchase plan.","Depending on your employment status, AECOM benefits may include medical, dental, vision, life, AD &D, disability benefits, paid time off, leaves of absences, voluntary benefits, perks, flexible work options, well -being resources, employee assistance program, business travel insurance, service recognition awards, retirement savings plan, and employee stock purchase plan.","Depending on your employment status, AECOM benefits may include medical, dental, vision, life, AD &D, disability benefits, paid time off, leaves of absences, voluntary benefits, perks, flexible work options, well -being resources, employee assistance program, business travel insurance, service recognition awards, retirement savings plan, and employee stock purchase plan."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0016,"AECOM is the global infrastructure leader, committed to delivering a better world.","AECOM is the global infrastructure leader, committed to delivering a better world.","AECOM is the global infrastructure leader, committed to delivering a better world."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0017,"As a trusted professional services firm powered by deep technical abilities, we solve our clients’ complex challenges in water, environment, energy, transportation and buildings.","As a trusted professional services firm powered by deep technical abilities, we solve our clients’ complex challenges in water, environment, energy, transportation and buildings.","As a trusted professional services firm powered by deep technical abilities, we solve our clients’ complex challenges in water, environment, energy, transportation and buildings."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0018,"Our teams partner with public\\- and private\\-sector clients to create innovative, sustainable and resilient solutions throughout the project lifecycle – from advisory, planning, design and engineering to program and construction management.","Our teams partner with public - and private -sector clients to create innovative, sustainable and resilient solutions throughout the project lifecycle – from advisory, planning, design and engineering to program and construction management.","Our teams partner with public - and private -sector clients to create innovative, sustainable and resilient solutions throughout the project lifecycle – from advisory, planning, design and engineering to program and construction management."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0019,AECOM is a Fortune 500 firm that had revenue of $16\\.1 billion in fiscal year 2024\\.,AECOM is a Fortune 500 firm that had revenue of $16 .1 billion in fiscal year 2024 .,AECOM is a Fortune 500 firm that had revenue of $16 .1 billion in fiscal year 2024 .
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0020,Learn more at aecom.com. **What makes AECOM a great place to work** You will be part of a global team that champions your growth and career ambitions.,Learn more at aecom.com. What makes AECOM a great place to work You will be part of a global team that champions your growth and career ambitions.,Learn more at aecom.com. What makes AECOM a great place to work You will be part of a global team that champions your growth and career ambitions.
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0021,Work on groundbreaking projects \\- both in your local community and on a global scale \\- that are transforming our industry and shaping the future.,Work on groundbreaking projects - both in your local community and on a global scale - that are transforming our industry and shaping the future.,Work on groundbreaking projects - both in your local community and on a global scale - that are transforming our industry and shaping the future.
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0022,"With cutting\\-edge technology and a network of experts, you’ll have the resources to make a real impact.","With cutting -edge technology and a network of experts, you’ll have the resources to make a real impact.","With cutting -edge technology and a network of experts, you’ll have the resources to make a real impact."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0023,"Our award\\-winning training and development programs are designed to expand your technical expertise and leadership skills, helping you build the career you’ve always envisioned.","Our award -winning training and development programs are designed to expand your technical expertise and leadership skills, helping you build the career you’ve always envisioned.","Our award -winning training and development programs are designed to expand your technical expertise and leadership skills, helping you build the career you’ve always envisioned."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0024,"Here, you’ll find a welcoming workplace built on respect, collaboration and community—where you have the freedom to grow in a world of opportunity.","Here, you’ll find a welcoming workplace built on respect, collaboration and community—where you have the freedom to grow in a world of opportunity.","Here, you’ll find a welcoming workplace built on respect, collaboration and community—where you have the freedom to grow in a world of opportunity."
in-7f191f0f3d844134,2026-02-18,in-7f191f0f3d844134_0025,"As an Equal Opportunity Employer, we believe in your potential and are here to help you achieve it.","As an Equal Opportunity Employer, we believe in your potential and are here to help you achieve it.","As an Equal Opportunity Employer, we believe in your potential and are here to help you achieve it."
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0001,"FSC Range is currently seeking a Structural Engineer with a background in Civil, Bridge or Maritime infrastructure design projects to join our growing team in Sydney.","FSC Range is currently seeking a Structural Engineer with a background in Civil, Bridge or Maritime infrastructure design projects to join our growing team in Sydney.","FSC Range is currently seeking a Structural Engineer with a background in Civil, Bridge or Maritime infrastructure design projects to join our growing team in Sydney."
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0002,FSC Range provides engineering consulting services across the full project lifecycle.,FSC Range provides engineering consulting services across the full project lifecycle.,FSC Range provides engineering consulting services across the full project lifecycle.
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0003,"We specialise in the transport, tourism, recreation, international development, energy, and community infrastructure sectors.","We specialise in the transport, tourism, recreation, international development, energy, and community infrastructure sectors.","We specialise in the transport, tourism, recreation, international development, energy, and community infrastructure sectors."
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0004,"Founded in Melbourne, we assist clients across the Asia–Pacific to deliver civil, structural, coastal, ports and maritime, and temporary works projects.","Founded in Melbourne, we assist clients across the Asia–Pacific to deliver civil, structural, coastal, ports and maritime, and temporary works projects.","Founded in Melbourne, we assist clients across the Asia–Pacific to deliver civil, structural, coastal, ports and maritime, and temporary works projects."
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0005,We also provide asset advisory and project delivery services.,We also provide asset advisory and project delivery services.,We also provide asset advisory and project delivery services.
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0006,Responsibilities We are looking for a bridge or maritime engineer with experience in the design of structures in either civil infrastructure or maritime projects.,Responsibilities We are looking for a bridge or maritime engineer with experience in the design of structures in either civil infrastructure or maritime projects.,Responsibilities We are looking for a bridge or maritime engineer with experience in the design of structures in either civil infrastructure or maritime projects.
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0007,"The job will offer the successful applicant a high variety of opportunities including international projects, major transport projects and smaller community projects for government authorities and contractors.","The job will offer the successful applicant a high variety of opportunities including international projects, major transport projects and smaller community projects for government authorities and contractors.","The job will offer the successful applicant a high variety of opportunities including international projects, major transport projects and smaller community projects for government authorities and contractors."
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0008,A career with us will empower you to design your future in engineering and explore the various pathway options.,A career with us will empower you to design your future in engineering and explore the various pathway options.,A career with us will empower you to design your future in engineering and explore the various pathway options.
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0009,We are a big believer that a great company is made up of great people and we intend to grow our business through the hiring of other great individuals.,We are a big believer that a great company is made up of great people and we intend to grow our business through the hiring of other great individuals.,We are a big believer that a great company is made up of great people and we intend to grow our business through the hiring of other great individuals.
in-06d78cd75ea2622a,2026-03-11,in-06d78cd75ea2622a_0010,We therefore believe that the personal attributes of the successful candidate should in part define the roles we intend to grow and develop.,We therefore believe that the personal attributes of the successful candidate should in part define the roles we intend to grow and develop.,We therefore believe that the personal attributes of the successful candidate should in part define the roles we intend to grow and develop.
